-90,-0.011433352
-89.9,-0.011433352
-89.8,-0.011433352
-89.7,-0.011433352
-89.6,-0.011433352
-89.5,-0.011433352
-89.4,-0.011433352
-89.3,-0.011433352
-89.2,-0.011433352
-89.1,-0.011433352
-89,-0.011433352
-88.9,-0.011433352
-88.8,-0.011433352
-88.7,-0.011433352
-88.6,-0.011433352
-88.5,-0.011433352
-88.4,-0.011433352
-88.3,-0.011433352
-88.2,-0.011433352
-88.1,-0.011433352
-88,-0.011433352
-87.9,-0.011433352
-87.8,-0.011433352
-87.7,-0.011433352
-87.6,-0.011433352
-87.5,-0.011433352
-87.4,-0.011433352
-87.3,-0.011433352
-87.2,-0.011433352
-87.1,-0.011433352
-87,-0.011433352
-86.9,-0.00864473
-86.8,-0.011433352
-86.7,-0.011433352
-86.6,-0.011433352
-86.5,-0.00864473
-86.4,-0.00864473
-86.3,-0.011433352
-86.2,-0.011433352
-86.1,-0.00864473
-86,-0.00864473
-85.9,-0.00864473
-85.8,-0.011433352
-85.7,-0.00864473
-85.6,-0.00864473
-85.5,-0.00864473
-85.4,-0.011433352
-85.3,-0.00864473
-85.2,-0.00864473
-85.1,-0.00864473
-85,-0.00864473
-84.9,-0.00864473
-84.8,-0.00864473
-84.7,-0.00864473
-84.6,-0.00864473
-84.5,-0.00864473
-84.4,-0.00864473
-84.3,-0.00864473
-84.2,-0.00864473
-84.1,-0.00864473
-84,-0.00864473
-83.9,-0.00864473
-83.8,-0.00864473
-83.7,-0.00864473
-83.6,-0.00864473
-83.5,-0.00864473
-83.4,-0.00864473
-83.3,-0.00864473
-83.2,-0.00864473
-83.1,-0.00864473
-83,-0.00864473
-82.9,-0.00864473
-82.8,-0.00864473
-82.7,-0.00864473
-82.6,-0.00864473
-82.5,-0.00864473
-82.4,-0.00864473
-82.3,-0.00864473
-82.2,-0.00864473
-82.1,-0.00864473
-82,-0.00864473
-81.9,-0.00864473
-81.8,-0.00864473
-81.7,-0.005856107
-81.6,-0.00864473
-81.5,-0.00864473
-81.4,-0.00864473
-81.3,-0.00864473
-81.2,-0.00864473
-81.1,-0.00864473
-81,-0.005856107
-80.9,-0.00864473
-80.8,-0.00864473
-80.7,-0.005856107
-80.6,-0.005856107
-80.5,-0.00864473
-80.4,-0.00864473
-80.3,-0.00864473
-80.2,-0.00864473
-80.1,-0.00864473
-80,-0.00864473
-79.9,-0.00864473
-79.8,-0.005856107
-79.7,-0.005856107
-79.6,-0.005856107
-79.5,-0.00864473
-79.4,-0.005856107
-79.3,-0.00864473
-79.2,-0.00864473
-79.1,-0.00864473
-79,-0.00864473
-78.9,-0.005856107
-78.8,-0.005856107
-78.7,-0.005856107
-78.6,-0.00864473
-78.5,-0.005856107
-78.4,-0.005856107
-78.3,-0.005856107
-78.2,-0.005856107
-78.1,-0.00864473
-78,-0.00864473
-77.9,-0.00864473
-77.8,-0.005856107
-77.7,-0.00864473
-77.6,-0.00864473
-77.5,-0.005856107
-77.4,-0.00864473
-77.3,-0.005856107
-77.2,-0.00864473
-77.1,-0.005856107
-77,-0.005856107
-76.9,-0.005856107
-76.8,-0.005856107
-76.7,-0.005856107
-76.6,-0.00864473
-76.5,-0.005856107
-76.4,-0.00864473
-76.3,-0.00864473
-76.2,-0.00864473
-76.1,-0.00864473
-76,-0.005856107
-75.9,-0.005856107
-75.8,-0.005856107
-75.7,-0.005856107
-75.6,-0.005856107
-75.5,-0.005856107
-75.4,-0.005856107
-75.3,-0.005856107
-75.2,-0.005856107
-75.1,-0.00864473
-75,-0.00864473
-74.9,-0.00864473
-74.8,-0.005856107
-74.7,-0.005856107
-74.6,-0.005856107
-74.5,-0.005856107
-74.4,-0.00864473
-74.3,-0.00864473
-74.2,-0.00864473
-74.1,-0.00864473
-74,-0.00864473
-73.9,-0.00864473
-73.8,-0.00864473
-73.7,-0.00864473
-73.6,-0.00864473
-73.5,-0.005856107
-73.4,-0.005856107
-73.3,-0.005856107
-73.2,-0.005856107
-73.1,-0.005856107
-73,-0.005856107
-72.9,-0.005856107
-72.8,-0.005856107
-72.7,-0.005856107
-72.6,-0.005856107
-72.5,-0.00864473
-72.4,-0.005856107
-72.3,-0.005856107
-72.2,-0.00864473
-72.1,-0.005856107
-72,-0.00864473
-71.9,-0.005856107
-71.8,-0.005856107
-71.7,-0.005856107
-71.6,-0.00864473
-71.5,-0.005856107
-71.4,-0.00864473
-71.3,-0.005856107
-71.2,-0.005856107
-71.1,-0.005856107
-71,-0.005856107
-70.9,-0.005856107
-70.8,-0.005856107
-70.7,-0.005856107
-70.6,-0.005856107
-70.5,-0.005856107
-70.4,-0.00864473
-70.3,-0.005856107
-70.2,-0.005856107
-70.1,-0.005856107
-70,-0.00864473
-69.9,-0.00864473
-69.8,-0.00864473
-69.7,-0.005856107
-69.6,-0.005856107
-69.5,-0.005856107
-69.4,-0.005856107
-69.3,-0.005856107
-69.2,-0.005856107
-69.1,-0.005856107
-69,-0.005856107
-68.9,-0.005856107
-68.8,-0.005856107
-68.7,-0.005856107
-68.6,-0.005856107
-68.5,-0.005856107
-68.4,-0.005856107
-68.3,-0.005856107
-68.2,-0.005856107
-68.1,-0.005856107
-68,-0.005856107
-67.9,-0.00864473
-67.8,-0.005856107
-67.7,-0.005856107
-67.6,-0.005856107
-67.5,-0.005856107
-67.4,-0.005856107
-67.3,-0.005856107
-67.2,-0.005856107
-67.1,-0.005856107
-67,-0.005856107
-66.9,-0.005856107
-66.8,-0.005856107
-66.7,-0.005856107
-66.6,-0.005856107
-66.5,-0.005856107
-66.4,-0.005856107
-66.3,-0.005856107
-66.2,-0.005856107
-66.1,-0.005856107
-66,-0.005856107
-65.9,-0.005856107
-65.8,-0.005856107
-65.7,-0.005856107
-65.6,-0.005856107
-65.5,-0.005856107
-65.4,-0.005856107
-65.3,-0.005856107
-65.2,-0.005856107
-65.1,-0.005856107
-65,-0.005856107
-64.9,-0.005856107
-64.8,-0.005856107
-64.7,-0.005856107
-64.6,-0.005856107
-64.5,-0.005856107
-64.4,-0.005856107
-64.3,-0.005856107
-64.2,-0.005856107
-64.1,-0.005856107
-64,-0.005856107
-63.9,-0.005856107
-63.8,-0.005856107
-63.7,-0.005856107
-63.6,-0.005856107
-63.5,-0.005856107
-63.4,-0.005856107
-63.3,-0.005856107
-63.2,-0.005856107
-63.1,-0.005856107
-63,-0.005856107
-62.9,-0.005856107
-62.8,-0.005856107
-62.7,-0.005856107
-62.6,-0.005856107
-62.5,-0.005856107
-62.4,-0.005856107
-62.3,-0.005856107
-62.2,-0.005856107
-62.1,-0.005856107
-62,-0.005856107
-61.9,-0.005856107
-61.8,-0.005856107
-61.7,-0.005856107
-61.6,-0.005856107
-61.5,-0.005856107
-61.4,-0.005856107
-61.3,-0.005856107
-61.2,-0.005856107
-61.1,-0.003067485
-61,-0.005856107
-60.9,-0.005856107
-60.8,-0.005856107
-60.7,-0.005856107
-60.6,-0.005856107
-60.5,-0.005856107
-60.4,-0.005856107
-60.3,-0.005856107
-60.2,-0.003067485
-60.1,-0.005856107
-60,-0.005856107
-59.9,-0.005856107
-59.8,-0.003067485
-59.7,-0.005856107
-59.6,-0.005856107
-59.5,-0.003067485
-59.4,-0.005856107
-59.3,-0.003067485
-59.2,-0.003067485
-59.1,-0.003067485
-59,-0.003067485
-58.9,-0.003067485
-58.8,-0.005856107
-58.7,-0.005856107
-58.6,-0.003067485
-58.5,-0.003067485
-58.4,-0.003067485
-58.3,-0.005856107
-58.2,-0.005856107
-58.1,-0.005856107
-58,-0.003067485
-57.9,-0.003067485
-57.8,-0.005856107
-57.7,-0.003067485
-57.6,-0.003067485
-57.5,-0.003067485
-57.4,-0.003067485
-57.3,-0.003067485
-57.2,-0.003067485
-57.1,-0.003067485
-57,-0.003067485
-56.9,-0.003067485
-56.8,-0.003067485
-56.7,-0.003067485
-56.6,-0.003067485
-56.5,-0.003067485
-56.4,-0.003067485
-56.3,-0.003067485
-56.2,-0.003067485
-56.1,-0.003067485
-56,-0.003067485
-55.9,-0.003067485
-55.8,-0.003067485
-55.7,-0.003067485
-55.6,-0.003067485
-55.5,-0.003067485
-55.4,-0.003067485
-55.3,-0.003067485
-55.2,-0.003067485
