wave length[nm],specCF
830.9597523,5.34058E-10
831.2693498,5.33661E-10
831.5789474,5.33263E-10
831.8885449,5.32866E-10
832.1981424,5.3247E-10
832.5077399,5.32074E-10
832.8173375,5.31679E-10
833.126935,5.31284E-10
833.4365325,5.30889E-10
833.74613,5.30495E-10
834.0557276,5.30101E-10
834.3653251,5.29708E-10
834.6749226,5.29315E-10
834.9845201,5.28922E-10
835.2941176,5.2853E-10
835.6037152,5.28139E-10
835.9133127,5.27748E-10
836.2229102,5.27357E-10
836.5325077,5.26967E-10
836.8421053,5.26577E-10
837.1517028,5.26187E-10
837.4613003,5.25798E-10
837.7708978,5.2541E-10
838.0804954,5.25022E-10
838.3900929,5.24634E-10
838.6996904,5.24247E-10
839.0092879,5.2386E-10
839.3188854,5.23474E-10
839.628483,5.23088E-10
839.9380805,5.22702E-10
840.247678,5.22317E-10
840.5572755,5.21932E-10
840.8668731,5.21548E-10
841.1764706,5.21164E-10
841.4860681,5.20781E-10
841.7956656,5.20398E-10
842.1052632,5.20015E-10
842.4148607,5.19633E-10
842.7244582,5.19251E-10
843.0340557,5.1887E-10
843.3436533,5.18489E-10
843.6532508,5.18109E-10
843.9628483,5.17728E-10
844.2724458,5.17349E-10
844.5820433,5.1697E-10
844.8916409,5.16591E-10
845.2012384,5.16212E-10
845.5108359,5.15834E-10
845.8204334,5.15457E-10
846.130031,5.1508E-10
846.4396285,5.14703E-10
846.749226,5.14327E-10
847.0588235,5.13951E-10
847.3684211,5.13575E-10
847.6780186,5.132E-10
847.9876161,5.12826E-10
848.2972136,5.12451E-10
848.6068111,5.12077E-10
848.9164087,5.11704E-10
849.2260062,5.11331E-10
849.5356037,5.10958E-10
849.8452012,5.10586E-10
850.1547988,5.10214E-10
850.4643963,5.09843E-10
850.7739938,5.09472E-10
851.0835913,5.09101E-10
851.3931889,5.08731E-10
851.7027864,5.08361E-10
852.0123839,5.07992E-10
852.3219814,5.07623E-10
852.6315789,5.07254E-10
852.9411765,5.06886E-10
853.250774,5.06519E-10
853.5603715,5.06151E-10
853.869969,5.05784E-10
854.1795666,5.05418E-10
854.4891641,5.05051E-10
854.7987616,5.04686E-10
855.1083591,5.0432E-10
855.4179567,5.03955E-10
855.7275542,5.03591E-10
856.0371517,5.03226E-10
856.3467492,5.02863E-10
856.6563467,5.02499E-10
856.9659443,5.02136E-10
857.2755418,5.01774E-10
857.5851393,5.01411E-10
857.8947368,5.0105E-10
858.2043344,5.00688E-10
858.5139319,5.00327E-10
858.8235294,4.99966E-10
859.1331269,4.99606E-10
859.4427245,4.99246E-10
859.752322,4.98887E-10
860.0619195,4.98528E-10
860.371517,4.98169E-10
860.6811146,4.97811E-10
860.9907121,4.97453E-10
861.3003096,4.97095E-10
861.6099071,4.96738E-10
861.9195046,4.96381E-10
862.2291022,4.96025E-10
862.5386997,4.95669E-10
862.8482972,4.95313E-10
863.1578947,4.94958E-10
863.4674923,4.94603E-10
863.7770898,4.94248E-10
864.0866873,4.93894E-10
864.3962848,4.93541E-10
864.7058824,4.93187E-10
865.0154799,4.92834E-10
865.3250774,4.92482E-10
865.6346749,4.9213E-10
865.9442724,4.91778E-10
866.25387,4.91426E-10
866.5634675,4.91075E-10
866.873065,4.90724E-10
867.1826625,4.90374E-10
867.4922601,4.90024E-10
867.8018576,4.89675E-10
868.1114551,4.89325E-10
868.4210526,4.88977E-10
868.7306502,4.88628E-10
869.0402477,4.8828E-10
869.3498452,4.87932E-10
869.6594427,4.87585E-10
869.9690402,4.87238E-10
870.2786378,4.86891E-10
870.5882353,4.86545E-10
870.8978328,4.86199E-10
871.2074303,4.85854E-10
871.5170279,4.85509E-10
871.8266254,4.85164E-10
872.1362229,4.84819E-10
872.4458204,4.84475E-10
872.755418,4.84132E-10
873.0650155,4.83788E-10
873.374613,4.83446E-10
873.6842105,4.83103E-10
873.993808,4.82761E-10
874.3034056,4.82419E-10
874.6130031,4.82077E-10
874.9226006,4.81736E-10
875.2321981,4.81396E-10
875.5417957,4.81055E-10
875.8513932,4.80715E-10
876.1609907,4.80376E-10
876.4705882,4.80036E-10
876.7801858,4.79697E-10
877.0897833,4.79359E-10
877.3993808,4.7902E-10
877.7089783,4.78683E-10
878.0185759,4.78345E-10
878.3281734,4.78008E-10
878.6377709,4.77671E-10
878.9473684,4.77335E-10
879.2569659,4.76999E-10
879.5665635,4.76663E-10
879.876161,4.76327E-10
880.1857585,4.75992E-10
880.495356,4.75658E-10
880.8049536,4.75323E-10
881.1145511,4.74989E-10
881.4241486,4.74656E-10
881.7337461,4.74323E-10
882.0433437,4.7399E-10
882.3529412,4.73657E-10
882.6625387,4.73325E-10
882.9721362,4.72993E-10
883.2817337,4.72661E-10
883.5913313,4.7233E-10
883.9009288,4.71999E-10
884.2105263,4.71669E-10
884.5201238,4.71339E-10
884.8297214,4.71009E-10
885.1393189,4.7068E-10
885.4489164,4.70351E-10
885.7585139,4.70022E-10
886.0681115,4.69693E-10
886.377709,4.69365E-10
886.6873065,4.69038E-10
886.996904,4.6871E-10
887.3065015,4.68383E-10
887.6160991,4.68057E-10
887.9256966,4.6773E-10
888.2352941,4.67404E-10
888.5448916,4.67079E-10
888.8544892,4.66753E-10
889.1640867,4.66428E-10
889.4736842,4.66104E-10
889.7832817,4.65779E-10
890.0928793,4.65455E-10
890.4024768,4.65132E-10
890.7120743,4.64808E-10
891.0216718,4.64486E-10
891.3312693,4.64163E-10
891.6408669,4.63841E-10
891.9504644,4.63519E-10
892.2600619,4.63197E-10
892.5696594,4.62876E-10
892.879257,4.62555E-10
893.1888545,4.62234E-10
893.498452,4.61914E-10
893.8080495,4.61594E-10
894.1176471,4.61274E-10
894.4272446,4.60955E-10
894.7368421,4.60636E-10
895.0464396,4.60318E-10
895.3560372,4.59999E-10
895.6656347,4.59681E-10
895.9752322,4.59364E-10
896.2848297,4.59046E-10
896.5944272,4.58729E-10
896.9040248,4.58413E-10
897.2136223,4.58097E-10
897.5232198,4.57781E-10
897.8328173,4.57465E-10
898.1424149,4.5715E-10
898.4520124,4.56835E-10
898.7616099,4.5652E-10
899.0712074,4.56206E-10
899.380805,4.55891E-10
899.6904025,4.55578E-10
900,4.55264E-10
900.3095975,4.54951E-10
900.619195,4.54639E-10
900.9287926,4.54326E-10
901.2383901,4.54014E-10
901.5479876,4.53702E-10
901.8575851,4.53391E-10
902.1671827,4.5308E-10
902.4767802,4.52769E-10
902.7863777,4.52458E-10
903.0959752,4.52148E-10
903.4055728,4.51838E-10
903.7151703,4.51529E-10
904.0247678,4.5122E-10
904.3343653,4.50911E-10
904.6439628,4.50602E-10
904.9535604,4.50294E-10
905.2631579,4.49986E-10
905.5727554,4.49678E-10
905.8823529,4.49371E-10
906.1919505,4.49064E-10
906.501548,4.48757E-10
906.8111455,4.48451E-10
907.120743,4.48145E-10
907.4303406,4.47839E-10
907.7399381,4.47534E-10
908.0495356,4.47229E-10
908.3591331,4.46924E-10
908.6687307,4.46619E-10
908.9783282,4.46315E-10
909.2879257,4.46011E-10
909.5975232,4.45708E-10
909.9071207,4.45404E-10
910.2167183,4.45102E-10
910.5263158,4.44799E-10
910.8359133,4.44497E-10
911.1455108,4.44195E-10
911.4551084,4.43893E-10
911.7647059,4.43591E-10
912.0743034,4.4329E-10
912.3839009,4.4299E-10
912.6934985,4.42689E-10
913.003096,4.42389E-10
913.3126935,4.42089E-10
913.622291,4.41789E-10
913.9318885,4.4149E-10
914.2414861,4.41191E-10
914.5510836,4.40893E-10
914.8606811,4.40594E-10
915.1702786,4.40296E-10
915.4798762,4.39998E-10
915.7894737,4.39701E-10
916.0990712,4.39404E-10
916.4086687,4.39107E-10
916.7182663,4.3881E-10
917.0278638,4.38514E-10
917.3374613,4.38218E-10
917.6470588,4.37923E-10
917.9566563,4.37627E-10
918.2662539,4.37332E-10
918.5758514,4.37037E-10
918.8854489,4.36743E-10
919.1950464,4.36449E-10
919.504644,4.36155E-10
919.8142415,4.35861E-10
920.123839,4.35568E-10
920.4334365,4.35275E-10
920.7430341,4.34983E-10
921.0526316,4.3469E-10
921.3622291,4.34398E-10
921.6718266,4.34106E-10
921.9814241,4.33815E-10
922.2910217,4.33524E-10
922.6006192,4.33233E-10
922.9102167,4.32942E-10
923.2198142,4.32652E-10
923.5294118,4.32362E-10
923.8390093,4.32072E-10
924.1486068,4.31783E-10
924.4582043,4.31493E-10
924.7678019,4.31205E-10
925.0773994,4.30916E-10
925.3869969,4.30628E-10
925.6965944,4.3034E-10
926.006192,4.30052E-10
926.3157895,4.29765E-10
926.625387,4.29477E-10
926.9349845,4.29191E-10
927.244582,4.28904E-10
927.5541796,4.28618E-10
927.8637771,4.28332E-10
928.1733746,4.28046E-10
928.4829721,4.27761E-10
928.7925697,4.27476E-10
929.1021672,4.27191E-10
929.4117647,4.26906E-10
929.7213622,4.26622E-10
930.0309598,4.26338E-10
930.3405573,4.26054E-10
930.6501548,4.25771E-10
930.9597523,4.25488E-10
931.2693498,4.25205E-10
931.5789474,4.24922E-10
931.8885449,4.2464E-10
932.1981424,4.24358E-10
932.5077399,4.24076E-10
932.8173375,4.23795E-10
933.126935,4.23513E-10
933.4365325,4.23233E-10
933.74613,4.22952E-10
934.0557276,4.22672E-10
934.3653251,4.22392E-10
934.6749226,4.22112E-10
934.9845201,4.21832E-10
935.2941176,4.21553E-10
935.6037152,4.21274E-10
935.9133127,4.20995E-10
936.2229102,4.20717E-10
936.5325077,4.20439E-10
936.8421053,4.20161E-10
937.1517028,4.19884E-10
937.4613003,4.19606E-10
937.7708978,4.19329E-10
938.0804954,4.19053E-10
938.3900929,4.18776E-10
938.6996904,4.185E-10
939.0092879,4.18224E-10
939.3188854,4.17948E-10
939.628483,4.17673E-10
939.9380805,4.17398E-10
940.247678,4.17123E-10
940.5572755,4.16848E-10
940.8668731,4.16574E-10
941.1764706,4.163E-10
941.4860681,4.16026E-10
941.7956656,4.15753E-10
942.1052632,4.1548E-10
942.4148607,4.15207E-10
942.7244582,4.14934E-10
943.0340557,4.14662E-10
943.3436533,4.1439E-10
943.6532508,4.14118E-10
943.9628483,4.13846E-10
944.2724458,4.13575E-10
944.5820433,4.13304E-10
944.8916409,4.13033E-10
945.2012384,4.12762E-10
945.5108359,4.12492E-10
945.8204334,4.12222E-10
946.130031,4.11952E-10
946.4396285,4.11683E-10
946.749226,4.11414E-10
947.0588235,4.11145E-10
947.3684211,4.10876E-10
947.6780186,4.10608E-10
947.9876161,4.1034E-10
948.2972136,4.10072E-10
948.6068111,4.09804E-10
948.9164087,4.09537E-10
949.2260062,4.0927E-10
949.5356037,4.09003E-10
949.8452012,4.08736E-10
950.1547988,4.0847E-10
950.4643963,4.08204E-10
950.7739938,4.07938E-10
951.0835913,4.07672E-10
951.3931889,4.07407E-10
951.7027864,4.07142E-10
952.0123839,4.06877E-10
952.3219814,4.06613E-10
952.6315789,4.06349E-10
952.9411765,4.06085E-10
953.250774,4.05821E-10
953.5603715,4.05557E-10
953.869969,4.05294E-10
954.1795666,4.05031E-10
954.4891641,4.04768E-10
954.7987616,4.04506E-10
955.1083591,4.04244E-10
955.4179567,4.03982E-10
955.7275542,4.0372E-10
956.0371517,4.03459E-10
956.3467492,4.03198E-10
956.6563467,4.02937E-10
956.9659443,4.02676E-10
957.2755418,4.02416E-10
957.5851393,4.02155E-10
957.8947368,4.01895E-10
958.2043344,4.01636E-10
958.5139319,4.01376E-10
958.8235294,4.01117E-10
959.1331269,4.00858E-10
959.4427245,4.006E-10
959.752322,4.00341E-10
960.0619195,4.00083E-10
960.371517,3.99825E-10
960.6811146,3.99568E-10
960.9907121,3.9931E-10
961.3003096,3.99053E-10
961.6099071,3.98796E-10
961.9195046,3.98539E-10
962.2291022,3.98283E-10
962.5386997,3.98027E-10
962.8482972,3.97771E-10
963.1578947,3.97515E-10
963.4674923,3.9726E-10
963.7770898,3.97005E-10
964.0866873,3.9675E-10
964.3962848,3.96495E-10
964.7058824,3.9624E-10
965.0154799,3.95986E-10
965.3250774,3.95732E-10
965.6346749,3.95479E-10
965.9442724,3.95225E-10
966.25387,3.94972E-10
966.5634675,3.94719E-10
966.873065,3.94466E-10
967.1826625,3.94214E-10
967.4922601,3.93961E-10
967.8018576,3.93709E-10
968.1114551,3.93458E-10
968.4210526,3.93206E-10
968.7306502,3.92955E-10
969.0402477,3.92704E-10
969.3498452,3.92453E-10
969.6594427,3.92202E-10
969.9690402,3.91952E-10
970.2786378,3.91702E-10
970.5882353,3.91452E-10
970.8978328,3.91203E-10
971.2074303,3.90953E-10
971.5170279,3.90704E-10
971.8266254,3.90455E-10
972.1362229,3.90206E-10
972.4458204,3.89958E-10
972.755418,3.8971E-10
973.0650155,3.89462E-10
973.374613,3.89214E-10
973.6842105,3.88967E-10
973.993808,3.88719E-10
974.3034056,3.88472E-10
974.6130031,3.88226E-10
974.9226006,3.87979E-10
975.2321981,3.87733E-10
975.5417957,3.87487E-10
975.8513932,3.87241E-10
976.1609907,3.86995E-10
976.4705882,3.8675E-10
976.7801858,3.86505E-10
977.0897833,3.8626E-10
977.3993808,3.86015E-10
977.7089783,3.85771E-10
978.0185759,3.85527E-10
978.3281734,3.85283E-10
978.6377709,3.85039E-10
978.9473684,3.84796E-10
979.2569659,3.84552E-10
979.5665635,3.84309E-10
979.876161,3.84066E-10
980.1857585,3.83824E-10
980.495356,3.83581E-10
980.8049536,3.83339E-10
981.1145511,3.83097E-10
981.4241486,3.82856E-10
981.7337461,3.82614E-10
982.0433437,3.82373E-10
982.3529412,3.82132E-10
982.6625387,3.81891E-10
982.9721362,3.81651E-10
983.2817337,3.81411E-10
983.5913313,3.81171E-10
983.9009288,3.80931E-10
984.2105263,3.80691E-10
984.5201238,3.80452E-10
984.8297214,3.80213E-10
985.1393189,3.79974E-10
985.4489164,3.79735E-10
985.7585139,3.79496E-10
986.0681115,3.79258E-10
986.377709,3.7902E-10
986.6873065,3.78782E-10
986.996904,3.78545E-10
987.3065015,3.78307E-10
987.6160991,3.7807E-10
987.9256966,3.77833E-10
988.2352941,3.77597E-10
988.5448916,3.7736E-10
988.8544892,3.77124E-10
989.1640867,3.76888E-10
989.4736842,3.76652E-10
989.7832817,3.76416E-10
990.0928793,3.76181E-10
990.4024768,3.75946E-10
990.7120743,3.75711E-10
991.0216718,3.75476E-10
991.3312693,3.75242E-10
991.6408669,3.75007E-10
991.9504644,3.74773E-10
992.2600619,3.7454E-10
992.5696594,3.74306E-10
992.879257,3.74073E-10
993.1888545,3.73839E-10
993.498452,3.73606E-10
993.8080495,3.73374E-10
994.1176471,3.73141E-10
994.4272446,3.72909E-10
994.7368421,3.72677E-10
995.0464396,3.72445E-10
995.3560372,3.72213E-10
995.6656347,3.71982E-10
995.9752322,3.71751E-10
996.2848297,3.7152E-10
996.5944272,3.71289E-10
996.9040248,3.71058E-10
997.2136223,3.70828E-10
997.5232198,3.70598E-10
997.8328173,3.70368E-10
998.1424149,3.70138E-10
998.4520124,3.69908E-10
998.7616099,3.69679E-10
999.0712074,3.6945E-10
999.380805,3.69221E-10
999.6904025,3.68993E-10
1000,3.68764E-10
1000.309598,3.68536E-10
1000.619195,3.68308E-10
1000.928793,3.6808E-10
1001.23839,3.67853E-10
1001.547988,3.67625E-10
1001.857585,3.67398E-10
1002.167183,3.67171E-10
1002.47678,3.66944E-10
1002.786378,3.66718E-10
1003.095975,3.66491E-10
1003.405573,3.66265E-10
1003.71517,3.66039E-10
1004.024768,3.65814E-10
1004.334365,3.65588E-10
1004.643963,3.65363E-10
1004.95356,3.65138E-10
1005.263158,3.64913E-10
1005.572755,3.64688E-10
1005.882353,3.64464E-10
1006.19195,3.64239E-10
1006.501548,3.64015E-10
1006.811146,3.63792E-10
1007.120743,3.63568E-10
1007.430341,3.63345E-10
1007.739938,3.63121E-10
1008.049536,3.62898E-10
1008.359133,3.62676E-10
1008.668731,3.62453E-10
1008.978328,3.62231E-10
1009.287926,3.62008E-10
1009.597523,3.61786E-10
1009.907121,3.61565E-10
1010.216718,3.61343E-10
1010.526316,3.61122E-10
1010.835913,3.609E-10
1011.145511,3.60679E-10
1011.455108,3.60459E-10
1011.764706,3.60238E-10
1012.074303,3.60018E-10
1012.383901,3.59798E-10
1012.693498,3.59578E-10
1013.003096,3.59358E-10
1014,3.58652E-10
1015,3.57945E-10
1016,3.57241E-10
1017,3.56539E-10
1018,3.55839E-10
1019,3.55141E-10
1020,3.54445E-10
1021,3.53751E-10
1022,3.53059E-10
1023,3.52369E-10
1024,3.51681E-10
1025,3.50995E-10
1026,3.50311E-10
1027,3.49629E-10
1028,3.48949E-10
1029,3.48272E-10
1030,3.47596E-10
1031,3.46922E-10
1032,3.4625E-10
1033,3.4558E-10
1034,3.44911E-10
1035,3.44245E-10
1036,3.43581E-10
1037,3.42919E-10
1038,3.42258E-10
1039,3.416E-10
1040,3.40943E-10
1041,3.40288E-10
1042,3.39636E-10
1043,3.38985E-10
1044,3.38336E-10
1045,3.37688E-10
1046,3.37043E-10
1047,3.36399E-10
1048,3.35758E-10
1049,3.35118E-10
1050,3.3448E-10
1051,3.33844E-10
1052,3.33209E-10
1053,3.32577E-10
1054,3.31946E-10
1055,3.31317E-10
1056,3.3069E-10
1057,3.30064E-10
1058,3.29441E-10
1059,3.28819E-10
1060,3.28199E-10
1061,3.2758E-10
1062,3.26964E-10
1063,3.26349E-10
1064,3.25736E-10
1065,3.25124E-10
1066,3.24515E-10
1067,3.23907E-10
1068,3.233E-10
1069,3.22696E-10
1070,3.22093E-10
1071,3.21492E-10
1072,3.20892E-10
1073,3.20294E-10
1074,3.19698E-10
1075,3.19104E-10
1076,3.18511E-10
1077,3.1792E-10
1078,3.1733E-10
1079,3.16742E-10
1080,3.16156E-10
1081,3.15571E-10
1082,3.14988E-10
1083,3.14407E-10
1084,3.13827E-10
1085,3.13249E-10
1086,3.12672E-10
1087,3.12097E-10
1088,3.11524E-10
1089,3.10952E-10
1090,3.10381E-10
1091,3.09813E-10
1092,3.09246E-10
1093,3.0868E-10
1094,3.08116E-10
1095,3.07553E-10
1096,3.06992E-10
1097,3.06433E-10
1098,3.05875E-10
1099,3.05319E-10
1100,3.04764E-10
1101,3.0421E-10
1102,3.03659E-10
1103,3.03108E-10
1104,3.02559E-10
1105,3.02012E-10
1106,3.01466E-10
1107,3.00922E-10
1108,3.00379E-10
1109,2.99837E-10
1110,2.99297E-10
1111,2.98759E-10
1112,2.98222E-10
1113,2.97686E-10
1114,2.97152E-10
1115,2.96619E-10
1116,2.96088E-10
1117,2.95558E-10
1118,2.95029E-10
1119,2.94502E-10
1120,2.93977E-10
1121,2.93452E-10
1122,2.92929E-10
1123,2.92408E-10
1124,2.91888E-10
1125,2.91369E-10
1126,2.90852E-10
1127,2.90336E-10
1128,2.89821E-10
1129,2.89308E-10
1130,2.88796E-10
1131,2.88286E-10
1132,2.87777E-10
1133,2.87269E-10
1134,2.86763E-10
1135,2.86258E-10
1136,2.85754E-10
1137,2.85251E-10
1138,2.8475E-10
1139,2.84251E-10
1140,2.83752E-10
1141,2.83255E-10
1142,2.82759E-10
1143,2.82264E-10
1144,2.81771E-10
1145,2.81279E-10
1146,2.80789E-10
1147,2.80299E-10
1148,2.79811E-10
1149,2.79324E-10
1150,2.78839E-10
1151,2.78354E-10
1152,2.77871E-10
1153,2.7739E-10
1154,2.76909E-10
1155,2.7643E-10
1156,2.75952E-10
1157,2.75475E-10
1158,2.74999E-10
1159,2.74525E-10
1160,2.74052E-10
1161,2.7358E-10
1162,2.73109E-10
1163,2.7264E-10
1164,2.72172E-10
1165,2.71705E-10
1166,2.71239E-10
1167,2.70774E-10
1168,2.70311E-10
1169,2.69848E-10
1170,2.69387E-10
1171,2.68927E-10
1172,2.68469E-10
1173,2.68011E-10
1174,2.67555E-10
1175,2.67099E-10
1176,2.66645E-10
1177,2.66192E-10
1178,2.65741E-10
1179,2.6529E-10
1180,2.64841E-10
1181,2.64392E-10
1182,2.63945E-10
1183,2.63499E-10
1184,2.63054E-10
1185,2.6261E-10
1186,2.62168E-10
1187,2.61726E-10
1188,2.61286E-10
1189,2.60846E-10
1190,2.60408E-10
1191,2.59971E-10
1192,2.59535E-10
1193,2.591E-10
1194,2.58666E-10
1195,2.58234E-10
1196,2.57802E-10
1197,2.57371E-10
1198,2.56942E-10
1199,2.56514E-10
1200,2.56086E-10
1201,2.5566E-10
1202,2.55235E-10
1203,2.54811E-10
1204,2.54387E-10
1205,2.53965E-10
1206,2.53544E-10
1207,2.53124E-10
1208,2.52706E-10
1209,2.52288E-10
1210,2.51871E-10
1211,2.51455E-10
1212,2.5104E-10
1213,2.50627E-10
1214,2.50214E-10
1215,2.49802E-10
1216,2.49391E-10
1217,2.48982E-10
1218,2.48573E-10
1219,2.48165E-10
1220,2.47759E-10
1221,2.47353E-10
1222,2.46948E-10
1223,2.46545E-10
1224,2.46142E-10
1225,2.4574E-10
1226,2.4534E-10
1227,2.4494E-10
1228,2.44541E-10
1229,2.44143E-10
1230,2.43747E-10
1231,2.43351E-10
1232,2.42956E-10
1233,2.42562E-10
1234,2.42169E-10
1235,2.41777E-10
1236,2.41386E-10
1237,2.40996E-10
1238,2.40607E-10
1239,2.40218E-10
1240,2.39831E-10
1241,2.39445E-10
1242,2.39059E-10
1243,2.38675E-10
1244,2.38291E-10
1245,2.37909E-10
1246,2.37527E-10
1247,2.37146E-10
1248,2.36766E-10
1249,2.36387E-10
1250,2.36009E-10
1251,2.35632E-10
1252,2.35256E-10
1253,2.3488E-10
1254,2.34506E-10
1255,2.34132E-10
1256,2.3376E-10
1257,2.33388E-10
1258,2.33017E-10
1259,2.32647E-10
1260,2.32278E-10
1261,2.31909E-10
1262,2.31542E-10
1263,2.31176E-10
1264,2.3081E-10
1265,2.30445E-10
1266,2.30081E-10
1267,2.29718E-10
1268,2.29356E-10
1269,2.28995E-10
1270,2.28634E-10
1271,2.28275E-10
1272,2.27916E-10
1273,2.27558E-10
1274,2.27201E-10
1275,2.26845E-10
1276,2.26489E-10
1277,2.26135E-10
1278,2.25781E-10
1279,2.25428E-10
1280,2.25076E-10
1281,2.24725E-10
1282,2.24374E-10
1283,2.24024E-10
1284,2.23676E-10
1285,2.23328E-10
1286,2.2298E-10
1287,2.22634E-10
1288,2.22288E-10
1289,2.21944E-10
1290,2.216E-10
1291,2.21257E-10
1292,2.20914E-10
1293,2.20573E-10
1294,2.20232E-10
1295,2.19892E-10
1296,2.19553E-10
1297,2.19214E-10
1298,2.18877E-10
1299,2.1854E-10
1300,2.18204E-10
1301,2.17868E-10
1302,2.17534E-10
1303,2.172E-10
1304,2.16867E-10
1305,2.16535E-10
1306,2.16203E-10
1307,2.15873E-10
1308,2.15543E-10
1309,2.15213E-10
1310,2.14885E-10
1311,2.14557E-10
1312,2.1423E-10
1313,2.13904E-10
1314,2.13579E-10
1315,2.13254E-10
1316,2.1293E-10
1317,2.12607E-10
1318,2.12284E-10
1319,2.11963E-10
1320,2.11642E-10
1321,2.11321E-10
1322,2.11002E-10
1323,2.10683E-10
1324,2.10365E-10
1325,2.10047E-10
1326,2.09731E-10
1327,2.09415E-10
1328,2.09099E-10
1329,2.08785E-10
1330,2.08471E-10
1331,2.08158E-10
1332,2.07845E-10
1333,2.07534E-10
1334,2.07223E-10
1335,2.06912E-10
1336,2.06603E-10
1337,2.06294E-10
1338,2.05985E-10
1339,2.05678E-10
1340,2.05371E-10
1341,2.05065E-10
1342,2.04759E-10
1343,2.04455E-10
1344,2.0415E-10
1345,2.03847E-10
1346,2.03544E-10
1347,2.03242E-10
1348,2.02941E-10
1349,2.0264E-10
1350,2.0234E-10
1351,2.0204E-10
1352,2.01742E-10
1353,2.01443E-10
1354,2.01146E-10
1355,2.00849E-10
1356,2.00553E-10
1357,2.00258E-10
1358,1.99963E-10
1359,1.99669E-10
1360,1.99375E-10
1361,1.99082E-10
1362,1.9879E-10
1363,1.98498E-10
1364,1.98207E-10
1365,1.97917E-10
1366,1.97627E-10
1367,1.97338E-10
1368,1.9705E-10
1369,1.96762E-10
1370,1.96475E-10
1371,1.96189E-10
1372,1.95903E-10
1373,1.95617E-10
1374,1.95333E-10
1375,1.95049E-10
1376,1.94765E-10
1377,1.94483E-10
1378,1.942E-10
1379,1.93919E-10
1380,1.93638E-10
1381,1.93358E-10
1382,1.93078E-10
1383,1.92799E-10
1384,1.9252E-10
1385,1.92242E-10
1386,1.91965E-10
1387,1.91688E-10
1388,1.91412E-10
1389,1.91137E-10
1390,1.90862E-10
1391,1.90588E-10
1392,1.90314E-10
1393,1.90041E-10
1394,1.89768E-10
1395,1.89496E-10
1396,1.89225E-10
1397,1.88954E-10
1398,1.88684E-10
1399,1.88414E-10
1400,1.88145E-10
1401,1.87876E-10
1402,1.87609E-10
1403,1.87341E-10
1404,1.87074E-10
1405,1.86808E-10
1406,1.86543E-10
1407,1.86278E-10
1408,1.86013E-10
1409,1.85749E-10
1410,1.85486E-10
1411,1.85223E-10
1412,1.84961E-10
1413,1.84699E-10
1414,1.84438E-10
1415,1.84177E-10
1416,1.83917E-10
1417,1.83658E-10
1418,1.83399E-10
1419,1.8314E-10
1420,1.82882E-10
1421,1.82625E-10
1422,1.82368E-10
1423,1.82112E-10
1424,1.81856E-10
1425,1.81601E-10
1426,1.81347E-10
1427,1.81093E-10
1428,1.80839E-10
1429,1.80586E-10
1430,1.80334E-10
1431,1.80082E-10
1432,1.7983E-10
1433,1.79579E-10
1434,1.79329E-10
1435,1.79079E-10
1436,1.7883E-10
1437,1.78581E-10
1438,1.78333E-10
1439,1.78085E-10
1440,1.77838E-10
1441,1.77591E-10
1442,1.77345E-10
1443,1.77099E-10
1444,1.76854E-10
1445,1.76609E-10
1446,1.76365E-10
1447,1.76121E-10
1448,1.75878E-10
1449,1.75635E-10
1450,1.75393E-10
1451,1.75152E-10
1452,1.7491E-10
1453,1.7467E-10
1454,1.74429E-10
1455,1.7419E-10
1456,1.73951E-10
1457,1.73712E-10
1458,1.73474E-10
1459,1.73236E-10
1460,1.72999E-10
1461,1.72762E-10
1462,1.72526E-10
1463,1.7229E-10
1464,1.72055E-10
1465,1.7182E-10
1466,1.71586E-10
1467,1.71352E-10
1468,1.71118E-10
1469,1.70885E-10
1470,1.70653E-10
1471,1.70421E-10
1472,1.7019E-10
1473,1.69959E-10
1474,1.69728E-10
1475,1.69498E-10
1476,1.69268E-10
1477,1.69039E-10
1478,1.68811E-10
1479,1.68582E-10
1480,1.68355E-10
1481,1.68127E-10
1482,1.67901E-10
1483,1.67674E-10
1484,1.67448E-10
1485,1.67223E-10
1486,1.66998E-10
1487,1.66773E-10
1488,1.66549E-10
1489,1.66326E-10
1490,1.66102E-10
1491,1.6588E-10
1492,1.65657E-10
1493,1.65436E-10
1494,1.65214E-10
1495,1.64993E-10
1496,1.64773E-10
1497,1.64553E-10
1498,1.64333E-10
1499,1.64114E-10
1500,1.63895E-10
1501,1.63677E-10
1502,1.63459E-10
1503,1.63242E-10
1504,1.63025E-10
1505,1.62808E-10
1506,1.62592E-10
1507,1.62376E-10
1508,1.62161E-10
1509,1.61946E-10
1510,1.61732E-10
1511,1.61518E-10
1512,1.61304E-10
1513,1.61091E-10
1514,1.60878E-10
1515,1.60666E-10
1516,1.60454E-10
1517,1.60242E-10
1518,1.60031E-10
1519,1.59821E-10
1520,1.59611E-10
1521,1.59401E-10
1522,1.59191E-10
1523,1.58982E-10
1524,1.58774E-10
1525,1.58566E-10
1526,1.58358E-10
1527,1.58151E-10
1528,1.57944E-10
1529,1.57737E-10
1530,1.57531E-10
1531,1.57325E-10
1532,1.5712E-10
1533,1.56915E-10
1534,1.5671E-10
1535,1.56506E-10
1536,1.56303E-10
1537,1.56099E-10
1538,1.55896E-10
1539,1.55694E-10
1540,1.55492E-10
1541,1.5529E-10
