wavelength,OD1,OD2,OD3,OD1-sterr,OD2-sterr,OD3-sterr
407.43034055727554,9.559770555969178e-09,1.383273704355718e-08,2.8229492003513337e-07,9.566016240893077e-10,5.168095357748838e-09,-3.6473002428389536e-06
407.73993808049534,8.883401854379427e-09,1.3347395957035004e-08,7.806532692619822e-08,6.799437745179437e-10,4.743068900065427e-09,-2.684261104148589e-07
408.0495356037152,8.67234218633848e-09,1.2903635710697924e-08,4.5959759428609715e-07,9.199446522324345e-10,4.456774293053328e-09,-9.248910338306944e-06
408.359133126935,8.353507051993711e-09,1.2231534912635414e-08,9.115446911261559e-08,6.208648653188636e-10,3.8618067718197e-09,-4.192062897172643e-07
408.6687306501548,9.25432638959947e-09,1.1475312457392382e-08,2.9859029694169066e-08,8.472990051544303e-10,3.6737869056263186e-09,-4.206939850215375e-08
408.9783281733746,7.105867039363059e-09,1.2373589203111222e-08,6.447980290209552e-08,6.046712780678747e-10,4.094493631535321e-09,-2.2119054355402455e-07
409.2879256965944,6.739936689577859e-09,1.2117859722972559e-08,4.7231599983260995e-08,7.714717599640552e-10,4.419857714326572e-09,-1.1020706775773817e-07
409.59752321981426,6.671594730704475e-09,1.2509466846400297e-08,4.490702732090509e-08,6.053730549017804e-10,4.647924922185473e-09,-1.0505524732603432e-07
409.90712074303406,6.526021665180219e-09,1.0868796462360123e-08,2.8018940727825158e-08,6.055974071902891e-10,3.818269161675151e-09,-3.5842967277572126e-08
410.21671826625385,6.014172863833347e-09,1.0336862048996061e-08,-1.6819225581137455e-07,5.106243390290919e-10,3.5139107596339035e-09,-1.6689223833446664e-06
410.5263157894737,6.038554887326931e-09,9.656750298696262e-09,2.946550600459742e-07,7.259206068666982e-10,3.211095830169845e-09,-5.966712078809527e-06
410.8359133126935,6.068624580696567e-09,1.008773492753239e-08,-9.494174115740142e-08,5.505924255263865e-10,3.6086497012195966e-09,-6.59448455223765e-07
411.14551083591334,5.836747287045205e-09,9.384038284609584e-09,9.286384136502637e-08,6.072740685378603e-10,3.3064719428682132e-09,-5.441714441851957e-07
411.45510835913313,5.647153141773953e-09,9.06718477201223e-09,-5.457489258624455e-08,5.794736911254112e-10,3.2426075453419027e-09,-2.3081582311191422e-07
411.7647058823529,5.459598840340585e-09,9.509229347389015e-09,1.2469226017380804e-07,7.104077927740221e-10,3.2479753125491384e-09,-1.0534153025919748e-06
412.0743034055728,4.7857885443668465e-09,9.329120851659586e-09,-7.974568013535104e-08,4.593628738403256e-10,3.066380337033656e-09,-4.5848956202761256e-07
412.38390092879257,5.242102846146235e-09,9.693386412554908e-09,-1.4390633028521939e-08,6.663299676991995e-10,3.827134635578047e-09,-1.3243818687364827e-08
412.69349845201236,4.744209365051824e-09,9.501813813118284e-09,-1.389979670937379e-08,4.817066032074171e-10,3.6448895505929223e-09,-1.6074016188362972e-08
413.0030959752322,4.805493298141269e-09,8.257701223535619e-09,-1.7386905961345458e-08,5.491848849221029e-10,2.8006453887527574e-09,-2.4300357178586425e-08
413.312693498452,4.004157499095096e-09,7.556597293760461e-09,-1.1151482413356212e-08,4.089421083920167e-10,2.525170362653681e-09,-1.0940913421830134e-08
413.62229102167186,4.077107447011354e-09,7.044397478588306e-09,-1.2499168750310194e-08,4.967103743755783e-10,2.233462913128308e-09,-1.4107593982901913e-08
413.93188854489165,3.754843932657023e-09,7.380827035550013e-09,-8.131705602471495e-09,4.011854234469128e-10,2.53047445584186e-09,-4.597993477291426e-09
414.24148606811144,3.634776961553705e-09,6.019945368602474e-09,-2.9059350280125057e-08,4.70372348454896e-10,1.7637588823451645e-09,-8.510193346474761e-08
414.5510835913313,3.370172402242141e-09,5.567621727386504e-09,-2.2824126442851334e-08,3.091972248772984e-10,1.6227754098484176e-09,-5.8463216126294904e-08
414.8606811145511,3.5250336481538587e-09,4.478401319203678e-09,-4.9368106494387115e-08,4.724234957911356e-10,1.0637260660871564e-09,-2.5391169277575944e-07
415.1702786377709,2.9816058027373445e-09,4.583787927348121e-09,-2.8510890909515303e-08,3.0215496660843505e-10,1.2146937579696691e-09,-9.398482038051174e-08
415.4798761609907,2.7978299269149616e-09,4.124187352678002e-09,-1.4276653696167164e-08,4.021450154360329e-10,1.1116030863574259e-09,-2.564734544021032e-08
415.7894736842105,2.7387125908525867e-09,4.1823888320453174e-09,-1.9217969870184767e-08,2.4295392775594457e-10,1.1868337885495593e-09,-5.2178500971922105e-08
416.09907120743037,2.451368298629459e-09,3.944579422299061e-09,-5.690876691901527e-09,2.9207344855439855e-10,1.138227631338471e-09,-5.178102632730386e-09
416.40866873065016,2.1630686879323485e-09,3.632228198543971e-09,-3.97405546780063e-09,2.1064146403611393e-10,1.0380642600869706e-09,-2.755279146388557e-09
416.71826625386996,2.0414438578345828e-09,3.048860573405994e-09,-4.372951868021018e-09,2.1322333293679665e-10,8.363561013008546e-10,-4.04363534255464e-09
417.0278637770898,1.7582103945591515e-09,4.241796334766669e-09,-3.1790616238865815e-09,1.3067206605070735e-10,1.5644271400964563e-09,-2.1542106166215032e-09
417.3374613003096,1.5192232991260701e-09,3.35233873639928e-09,-2.995222694155823e-09,1.1002363532344442e-10,1.7455321969126643e-09,-2.56077918788542e-09
417.6470588235294,7.395605984812733e-10,2.624877680669958e-09,-2.4462958066070713e-09,1.0955023225404598e-10,5.423219845775643e-10,-1.6208070880235681e-09
417.95665634674924,9.083250085873201e-10,1.5810148458204665e-09,-2.233433362009092e-09,7.628963417635975e-11,3.4888290195881744e-10,-1.9248549797241777e-09
418.26625386996903,5.602300730524847e-10,2.0723720867060265e-09,-1.3296660904227637e-09,4.477574497991198e-11,5.667076400994283e-10,-8.455806332082396e-10
418.5758513931889,5.459181332230145e-10,1.7916109390295888e-09,-8.900985318792496e-10,5.185386824680939e-11,4.66792400457683e-10,-6.153665044729761e-10
418.8854489164087,7.083091115641915e-10,1.3546540638973179e-09,-4.657885448655669e-09,8.595474074704714e-11,5.435878806733386e-10,-1.7430540629368235e-08
419.19504643962847,3.855326740907036e-10,6.591362013702555e-10,-9.320191651191733e-09,4.5605710587956e-11,2.0395909095918286e-10,-7.502026394964904e-08
419.5046439628483,1.3211591661398378e-10,2.2715808600572385e-10,-9.240310921938811e-10,1.1953168918852317e-11,5.6759959008370236e-11,-2.4681995220982654e-09
419.8142414860681,-6.472243688947177e-11,-9.801545596766256e-11,2.5784174656521228e-09,-8.981478213122265e-12,-2.5689850767845598e-11,3.203520523672048e-08
420.1238390092879,-2.3128887551262488e-10,-4.0073807113053746e-10,3.0780667647296225e-08,-2.1281831846946446e-11,-1.0174264914627351e-10,1.2428655310028407e-06
420.43343653250776,-4.846384017717769e-10,-7.196778885825191e-10,-1.936351034122576e-09,-4.474565817364324e-11,-1.7664493586650564e-10,2.7114593804865507e-09
420.74303405572755,-6.342663687232655e-10,-1.0536101417272866e-09,-3.3900026957840404e-09,-5.69303657387946e-11,-2.742636942898465e-10,8.012491815896276e-09
421.0526315789474,-1.027189858779493e-09,-1.4943388689757512e-09,-7.619093542554926e-09,-1.9839572110880456e-10,-4.256747149393354e-10,2.0994329018815134e-08
421.3622291021672,-9.877216397482563e-10,-1.870325166473424e-09,-5.190289699347508e-09,-9.39880330754356e-11,-5.505337723607047e-10,1.0044616174210707e-08
421.671826625387,-1.2663265745501821e-09,-2.0334595774020283e-09,-4.668008927110899e-09,-1.2161121942472622e-10,-5.493035105550353e-10,5.591198481087923e-09
421.98142414860683,-1.3046373115222826e-09,-2.2201095534822475e-09,-3.4959571644100185e-09,-1.0500115364123457e-10,-5.933334117704138e-10,2.4680841812998776e-09
422.2910216718266,-1.6629645605346255e-09,-2.408429843490811e-09,-2.0172702735310134e-09,-1.8950708778341821e-10,-5.96892161694171e-10,1.6993065959003034e-09
422.6006191950464,-1.6433583439630856e-09,-2.9000741753065126e-09,1.3747551540099974e-07,-1.6127678624801351e-10,-7.725885358280665e-10,4.419066810624067e-06
422.91021671826627,-2.0204755884815715e-09,-3.2194845333712733e-09,5.536322756549437e-09,-2.2678978850332214e-10,-8.50411618670316e-10,5.3524295425763635e-09
423.21981424148606,-2.0898524070120433e-09,-3.5323255576824786e-09,-1.2085812470870239e-08,-1.7370580834663616e-10,-9.552451733250144e-10,3.541192585284499e-08
423.5294117647059,-2.574447977883693e-09,-4.153798747462098e-09,6.52830083364375e-09,-2.957166153293606e-10,-1.2894361270931636e-09,5.4334143611717015e-09
423.8390092879257,-2.3492058621304894e-09,-4.403278926579888e-09,6.5505155006921554e-09,-2.3490614846943275e-10,-1.3703767110272727e-09,6.51904603800651e-09
424.1486068111455,-2.8071450405914267e-09,-4.765317032945102e-09,9.426478246948784e-09,-2.8746782141511547e-10,-1.5951991703319489e-09,1.0704717682206433e-08
424.45820433436535,-2.925567269090223e-09,-5.0537815612602856e-09,7.318781383922807e-09,-2.499202869554629e-10,-1.6249188981349758e-09,8.192476585946027e-09
424.76780185758514,-3.7140479979013727e-09,-5.459590746004994e-09,1.3715207628110657e-08,-3.526590522689814e-10,-1.804054080512127e-09,1.883814428122296e-08
425.07739938080493,-3.3973033907278878e-09,-5.933031239641173e-09,3.485647140957122e-08,-2.8642830695815603e-10,-1.9777557437420957e-09,1.673400229757155e-07
425.3869969040248,-4.405522704632434e-09,-5.842407178553078e-09,6.846855545058089e-07,-5.729501201878519e-10,-1.7098995140284663e-09,4.742654203217377e-05
425.6965944272446,-4.006210075961721e-09,-6.086133794990926e-09,3.658589285112045e-08,-3.1095558303872753e-10,-1.796680758224294e-09,1.74453568547909e-07
426.0061919504644,-4.168415269849852e-09,-6.773244540639874e-09,-3.664489455573819e-08,-6.493128728303839e-10,-2.257357542071506e-09,1.36049865502345e-07
426.3157894736842,-4.189777971121655e-09,-7.059178551621705e-09,9.427536469830413e-08,-4.732558961408912e-10,-2.252738958909851e-09,1.029953711958764e-06
426.625386996904,-4.857845212904487e-09,-7.687360874561434e-09,1.8738063497745352e-07,-7.088751638535203e-10,-2.5228094093552445e-09,2.9144378122931034e-06
426.93498452012386,-5.090020826445581e-09,-7.603993311476388e-09,1.616477663669947e-07,-4.22431609202656e-10,-2.3513731997283023e-09,2.417819150843012e-06
427.24458204334366,-5.47685111607918e-09,-7.59244941726426e-09,-3.8567071983008354e-08,-5.259306963365133e-10,-2.2591873608330707e-09,9.905020541097127e-08
427.55417956656345,-1.0648333084022597e-08,-9.444504132536129e-09,-7.444276931774087e-09,-2.46468747353441e-09,-7.781815098557432e-09,8.054626353075187e-09
427.8637770897833,-6.5674333799451965e-09,-7.886664831940782e-09,-3.172847975800943e-08,-5.324612964351307e-10,-2.1516321526979672e-09,5.279907913464978e-08
428.1733746130031,-5.5284331811986015e-09,-8.561042896418672e-09,-2.665931722217343e-08,-4.1678132649947304e-10,-2.173661930116698e-09,4.447803421297449e-08
428.48297213622294,-6.317770057030748e-09,-7.971334534463663e-09,-3.3366347082113145e-08,-7.609492811405476e-10,-2.0033527765541394e-09,6.087759630824113e-08
428.79256965944273,-5.2755442915586705e-09,-9.469968426900778e-09,-4.1279784055827254e-08,-4.907766881356491e-10,-2.6142143796877185e-09,9.885732494271582e-08
429.1021671826625,-6.3187433505935975e-09,-9.953309009929007e-09,-3.2193157123735284e-08,-7.205007064483328e-10,-2.7444201472558614e-09,4.9748514847817645e-08
429.4117647058824,-5.47934396227781e-09,-1.0987971226497617e-08,-4.64118750058668e-08,-4.3519177156163407e-10,-3.1230744160852332e-09,1.0447035367467705e-07
429.72136222910217,-6.8083820681967044e-09,-1.0584186324464549e-08,-2.239808974312631e-08,-6.432328503648333e-10,-3.1005985806802395e-09,1.5215008797763572e-08
430.03095975232196,-5.755207351791491e-09,-1.0629855252630364e-08,-3.842052764525251e-08,-4.994029128376578e-10,-2.961799482082249e-09,6.610636557116465e-08
430.3405572755418,-6.388306495529681e-09,-1.0902221857418089e-08,-3.4825756496861776e-08,-6.624597956559071e-10,-3.0139997075867066e-09,4.5408330213172336e-08
430.6501547987616,-6.50241513990078e-09,-1.1228637970813023e-08,-6.765050417246417e-08,-4.534029952401984e-10,-3.1822341941048544e-09,2.250796075593703e-07
430.95975232198145,-7.2812016732486e-09,-1.1528788984027797e-08,-4.350945438843292e-08,-8.172003188555937e-10,-3.4270047250841935e-09,8.531650493139818e-08
431.26934984520125,-6.613566355231046e-09,-1.2175028113965592e-08,-8.45416401548074e-08,-6.346380879795614e-10,-3.3341446128972682e-09,3.273383897896803e-07
431.57894736842104,-7.134862379756444e-09,-1.3263110635245999e-08,-3.847445760150238e-08,-6.406978097375934e-10,-3.818737434562955e-09,5.7912150472258294e-08
431.8885448916409,-6.788963396185167e-09,-1.3758198713935866e-08,2.431739254156507e-07,-6.285257231619433e-10,-3.749363830583996e-09,2.727665624501004e-06
432.1981424148607,-7.504918923916436e-09,-1.5240180674731514e-08,5.5253212181540495e-08,-8.468684440558477e-10,-4.7042187587480534e-09,8.407772150906017e-08
432.5077399380805,-7.106315105076741e-09,-1.4736727825273861e-08,3.177512446522161e-08,-6.60368345483586e-10,-4.355620900189634e-09,4.2219477804546746e-08
432.8173374613003,-8.583379426147808e-09,-1.3482068015974502e-08,5.654911989035121e-08,-9.827306689660109e-10,-3.38693264280212e-09,1.0067974866402646e-07
433.1269349845201,-7.305637595385967e-09,-1.4639039587886445e-08,6.013856614756265e-08,-6.03883082020004e-10,-4.048032593303397e-09,1.3627520749910395e-07
