2169.632768361582,7.02634567421488e-08,2.9607427213893414e-08
2169.161958568738,5.5865479541638065e-08,1.9974931875970825e-08
2168.6911487758944,3.8835388736397733e-08,8.639140665997253e-09
2168.2203389830506,4.576731005244734e-08,1.6452367308299143e-08
2167.7495291902073,2.4171847479792536e-08,3.975720607844613e-09
2167.2787193973636,2.3456497774234182e-08,3.633140095064382e-09
2166.80790960452,1.934148056752985e-08,3.030327864696574e-09
2166.337099811676,2.5191274142044955e-08,4.4410423232099064e-09
2165.8662900188324,2.6697865192405448e-08,6.434063153574152e-09
2165.3954802259886,2.5757447461762225e-08,3.568924748369803e-09
2164.924670433145,2.322151014893177e-08,3.0211128416878107e-09
2164.453860640301,2.286677549616468e-08,2.6440087570274195e-09
2163.9830508474574,2.2989833084870173e-08,3.910884172899348e-09
2163.5122410546137,2.356338078611233e-08,3.476921359260045e-09
2163.0414312617704,-2.1638206837108883e-07,8.828171168193553e-07
2162.5706214689267,2.576744873565311e-08,4.763310493468828e-09
2162.099811676083,5.460981684364525e-08,2.6832403433312874e-08
2161.629001883239,2.337701243989093e-08,3.2820951071788633e-09
2161.1581920903955,7.9948064783571e-09,1.9128312848157837e-09
2160.6873822975517,2.4356812671657592e-08,3.920787219458458e-09
2160.216572504708,2.2976356891649555e-08,3.7070361412281174e-09
2159.7457627118642,2.9713484516077602e-08,7.346203476654301e-09
2159.2749529190205,2.4246436360299755e-08,3.661027022699957e-09
2158.804143126177,3.3485061293414835e-08,1.3770933179938446e-08
2158.3333333333335,1.9288135685431036e-08,5.812575752269133e-09
2157.8625235404897,3.806504373640404e-08,1.8911272392295306e-08
2157.391713747646,2.535224465515672e-08,5.642744264330134e-09
2156.9209039548023,3.826989830805253e-08,4.222869508226216e-09
2156.4500941619585,6.15317500553418e-08,3.9930091906916264e-08
2155.979284369115,7.626366179010609e-08,6.433625560235685e-08
2155.508474576271,7.25653947584599e-08,6.241302112767309e-08
2155.0376647834273,6.699020116530203e-08,5.449302887939012e-08
2154.5668549905836,3.9007434198251786e-08,1.0647028424208205e-08
2154.0960451977403,1.6489058412193385e-08,4.940434790291657e-09
2153.6252354048966,3.909684744762125e-08,1.3871647949705052e-08
2153.154425612053,3.852955564363716e-08,8.236074056244436e-09
2152.683615819209,3.99429839448362e-08,1.188851047822524e-08
2152.2128060263653,5.0788825489648895e-08,1.81665726454577e-08
2151.7419962335216,6.334649561395099e-07,4.103236116725921e-06
2151.271186440678,2.0898642329651322e-08,5.904217520932865e-09
2150.800376647834,3.858343563735273e-08,2.669713709091815e-08
2150.3295668549904,4.712635899714574e-08,2.6575767409564085e-08
2149.8587570621467,4.6463942275185705e-08,1.9799590122726164e-08
2149.3879472693034,1.4542900545244094e-07,1.9233650662035882e-07
2148.9171374764596,6.027357650594577e-08,3.715242552833341e-08
2148.446327683616,1.1701651081173452e-07,1.2260723077571785e-07
2147.975517890772,8.771136621574616e-07,1.2838360496713728e-05
2147.5047080979284,6.393599248542157e-08,2.473639625074397e-08
2147.0338983050847,9.462882441352674e-08,6.310224378485027e-08
2146.563088512241,5.302947237556703e-08,1.8566764123727076e-08
2146.092278719397,5.3058014704976425e-08,2.9270199076841906e-08
2145.6214689265535,6.872875148280356e-08,3.931586621374776e-08
2145.15065913371,9.564138883399377e-08,5.879620170506551e-08
2144.6798493408664,6.037761865666146e-08,3.384166661964058e-08
2144.2090395480227,6.571295391506877e-08,3.729955720233752e-08
2143.738229755179,4.9593761732401994e-08,2.726484898263095e-08
2143.267419962335,5.814145378938449e-08,3.628572052286108e-08
2142.7966101694915,4.1651804131852045e-08,1.6788016865825154e-08
2142.3258003766477,6.273529027315102e-08,4.5725287207369425e-08
2141.854990583804,5.453745054804085e-08,2.6036318659538086e-08
2141.3841807909603,5.733088579207966e-08,3.2363473863631635e-08
2140.9133709981165,5.5181461630301735e-08,3.249063640740081e-08
2140.4425612052733,5.3333623219078853e-08,2.9235704304826365e-08
2139.9717514124295,5.673919021822993e-08,3.1593911216230015e-08
2139.500941619586,3.377829909351917e-08,1.0440261435437385e-08
2139.030131826742,2.4372999740814052e-08,6.003449688668832e-09
2138.5593220338983,2.2360222621582818e-08,4.267745349869431e-09
2138.0885122410546,2.325810079753355e-08,4.908224555161767e-09
2137.617702448211,2.369699997889293e-08,4.717526343439985e-09
2137.146892655367,2.1999733610445805e-08,4.2519031303452245e-09
2136.6760828625233,2.474694521925878e-08,5.151274657337293e-09
2136.2052730696796,2.2378519268138365e-08,4.702897090911639e-09
