379.25696594427245,4.0147318565551833e-10,-2.3512686315357585e-10
379.56656346749224,1.0172853443291585e-09,-1.987859188143824e-09
379.8761609907121,6.472139910567329e-10,-6.685148094567435e-10
380.1857585139319,7.207030823199165e-10,-9.845150708701611e-10
380.4953560371517,3.7297247269220395e-10,-1.9778719589615446e-10
380.80495356037153,6.631015993605495e-10,-7.405582372518151e-10
381.1145510835913,5.235992773507995e-10,-2.967995054774337e-10
381.4241486068112,7.245708423306604e-10,-6.979170140944384e-10
381.73374613003097,5.303247186392103e-10,-2.8661748448431545e-10
382.04334365325076,7.925559850735676e-10,-8.806356120223091e-10
382.3529411764706,8.56409686198321e-10,-7.62089668465518e-10
382.6625386996904,5.749593481808675e-10,-5.78320832035208e-10
382.9721362229102,4.049076923297835e-10,-2.050606064626323e-10
383.28173374613004,6.117932482922723e-10,-5.286244036767202e-10
383.59133126934984,4.207103793321805e-10,-1.2458231586447898e-10
383.9009287925697,6.497058438483796e-10,-4.875151681621302e-10
384.2105263157895,5.036274529486285e-10,-2.5081436654389383e-10
384.5201238390093,7.513943454410134e-10,-7.100629485986638e-10
384.8297213622291,4.0518583237090727e-10,-1.298428868575012e-10
385.1393188854489,6.65742894970049e-10,-5.976139387362819e-10
385.4489164086687,3.860108527862879e-10,-1.2675555817595007e-10
385.75851393188856,7.853730932003182e-10,-9.602919291601674e-10
386.06811145510835,4.302431781930502e-10,-1.5005624923679275e-10
386.3777089783282,5.38345762613535e-10,-4.053198459801656e-10
386.687306501548,5.737456059349659e-10,-3.2734361334004874e-10
386.9969040247678,5.742633011460118e-10,-5.653351463638848e-10
387.30650154798764,3.549654366808126e-10,-1.6774432290962447e-10
387.61609907120743,5.941709851227528e-10,-5.212765612721056e-10
387.9256965944272,4.5228230546453904e-10,-1.6828874244125074e-10
388.2352941176471,2.228514005958285e-10,-9.311909595984169e-11
388.54489164086687,3.554250907909126e-10,-9.937151132716468e-11
388.8544891640867,5.215717526448504e-10,-4.5105289210800885e-10
389.1640866873065,4.397102808232001e-10,-2.2961174097962782e-10
389.4736842105263,5.408842342206238e-10,-4.4771794356222064e-10
389.78328173374615,4.1705504714492116e-10,-1.714699520389539e-10
