Scatter(%),Scatter_rate_sim,SS_total,LS_total,Transparent_sim,Scatter_rate_hand,Transparent_hand
,,,,,0.10297,0.079383991
,,,,,0.10298,0.079390354
,,,,,0.10299,0.079396716
,,,,,0.103,0.079403079
,,,,,0.10301,0.079409441
,,,,,0.10302,0.079415803
,,,,,0.10303,0.079422165
,,,,,0.10304,0.079428527
,,,,,0.10305,0.079434888
,,,,,0.10306,0.079441249
,,,,,0.10307,0.07944761
,,,,,0.10308,0.079453971
,,,,,0.10309,0.079460332
,,,,,0.1031,0.079466693
,,,,,0.10311,0.079473053
,,,,,0.10312,0.079479413
,,,,,0.10313,0.079485773
,,,,,0.10314,0.079492133
,,,,,0.10315,0.079498493
,,,,,0.10316,0.079504852
,,,,,0.10317,0.079511212
,,,,,0.10318,0.079517571
,,,,,0.10319,0.07952393
,,,,,0.1032,0.079530288
,,,,,0.10321,0.079536647
,,,,,0.10322,0.079543005
,,,,,0.10323,0.079549364
,,,,,0.10324,0.079555722
,,,,,0.10325,0.07956208
,,,,,0.10326,0.079568437
,,,,,0.10327,0.079574795
,,,,,0.10328,0.079581152
,,,,,0.10329,0.079587509
,,,,,0.1033,0.079593866
,,,,,0.10331,0.079600223
,,,,,0.10332,0.079606579
,,,,,0.10333,0.079612936
,,,,,0.10334,0.079619292
,,,,,0.10335,0.079625648
,,,,,0.10336,0.079632004
,,,,,0.10337,0.079638359
,,,,,0.10338,0.079644715
,,,,,0.10339,0.07965107
,,,,,0.1034,0.079657425
,,,,,0.10341,0.07966378
,,,,,0.10342,0.079670135
,,,,,0.10343,0.07967649
,,,,,0.10344,0.079682844
,,,,,0.10345,0.079689198
,,,,,0.10346,0.079695552
,,,,,0.10347,0.079701906
,,,,,0.10348,0.07970826
,,,,,0.10349,0.079714613
,,,,,0.1035,0.079720967
,,,,,0.10351,0.07972732
,,,,,0.10352,0.079733673
,,,,,0.10353,0.079740025
,,,,,0.10354,0.079746378
,,,,,0.10355,0.07975273
,,,,,0.10356,0.079759083
,,,,,0.10357,0.079765435
,,,,,0.10358,0.079771786
,,,,,0.10359,0.079778138
,,,,,0.1036,0.07978449
,,,,,0.10361,0.079790841
,,,,,0.10362,0.079797192
,,,,,0.10363,0.079803543
,,,,,0.10364,0.079809894
,,,,,0.10365,0.079816244
,,,,,0.10366,0.079822595
,,,,,0.10367,0.079828945
,,,,,0.10368,0.079835295
,,,,,0.10369,0.079841645
,,,,,0.1037,0.079847995
,,,,,0.10371,0.079854344
,,,,,0.10372,0.079860693
,,,,,0.10373,0.079867043
,,,,,0.10374,0.079873391
,,,,,0.10375,0.07987974
,,,,,0.10376,0.079886089
,,,,,0.10377,0.079892437
,,,,,0.10378,0.079898785
,,,,,0.10379,0.079905134
,,,,,0.1038,0.079911481
,,,,,0.10381,0.079917829
,,,,,0.10382,0.079924177
,,,,,0.10383,0.079930524
,,,,,0.10384,0.079936871
,,,,,0.10385,0.079943218
,,,,,0.10386,0.079949565
,,,,,0.10387,0.079955911
,,,,,0.10388,0.079962258
,,,,,0.10389,0.079968604
,,,,,0.1039,0.07997495
,,,,,0.10391,0.079981296
,,,,,0.10392,0.079987642
,,,,,0.10393,0.079993987
,,,,,0.10394,0.080000333
,,,,,0.10395,0.080006678
,,,,,0.10396,0.080013023
,,,,,0.10397,0.080019367
,,,,,0.10398,0.080025712
,,,,,0.10399,0.080032056
,,,,,0.104,0.080038401
,,,,,0.10401,0.080044745
,,,,,0.10402,0.080051089
,,,,,0.10403,0.080057432
,,,,,0.10404,0.080063776
,,,,,0.10405,0.080070119
,,,,,0.10406,0.080076462
,,,,,0.10407,0.080082805
,,,,,0.10408,0.080089148
,,,,,0.10409,0.080095491
,,,,,0.1041,0.080101833
,,,,,0.10411,0.080108176
,,,,,0.10412,0.080114518
,,,,,0.10413,0.08012086
,,,,,0.10414,0.080127201
,,,,,0.10415,0.080133543
,,,,,0.10416,0.080139884
,,,,,0.10417,0.080146225
,,,,,0.10418,0.080152566
,,,,,0.10419,0.080158907
,,,,,0.1042,0.080165248
,,,,,0.10421,0.080171588
,,,,,0.10422,0.080177928
,,,,,0.10423,0.080184269
,,,,,0.10424,0.080190608
,,,,,0.10425,0.080196948
,,,,,0.10426,0.080203288
,,,,,0.10427,0.080209627
,,,,,0.10428,0.080215966
,,,,,0.10429,0.080222305
,,,,,0.1043,0.080228644
,,,,,0.10431,0.080234983
,,,,,0.10432,0.080241321
,,,,,0.10433,0.08024766
,,,,,0.10434,0.080253998
,,,,,0.10435,0.080260336
,,,,,0.10436,0.080266673
,,,,,0.10437,0.080273011
,,,,,0.10438,0.080279348
,,,,,0.10439,0.080285686
,,,,,0.1044,0.080292023
,,,,,0.10441,0.080298359
,,,,,0.10442,0.080304696
,,,,,0.10443,0.080311033
,,,,,0.10444,0.080317369
,,,,,0.10445,0.080323705
,,,,,0.10446,0.080330041
,,,,,0.10447,0.080336377
,,,,,0.10448,0.080342712
,,,,,0.10449,0.080349048
,,,,,0.1045,0.080355383
,,,,,0.10451,0.080361718
,,,,,0.10452,0.080368053
,,,,,0.10453,0.080374388
,,,,,0.10454,0.080380722
,,,,,0.10455,0.080387056
,,,,,0.10456,0.08039339
,,,,,0.10457,0.080399724
,,,,,0.10458,0.080406058
,,,,,0.10459,0.080412392
,,,,,0.1046,0.080418725
,,,,,0.10461,0.080425059
,,,,,0.10462,0.080431392
,,,,,0.10463,0.080437724
,,,,,0.10464,0.080444057
,,,,,0.10465,0.08045039
,,,,,0.10466,0.080456722
,,,,,0.10467,0.080463054
,,,,,0.10468,0.080469386
,,,,,0.10469,0.080475718
,,,,,0.1047,0.08048205
,,,,,0.10471,0.080488381
,,,,,0.10472,0.080494712
,,,,,0.10473,0.080501043
,,,,,0.10474,0.080507374
,,,,,0.10475,0.080513705
,,,,,0.10476,0.080520036
,,,,,0.10477,0.080526366
,,,,,0.10478,0.080532696
,,,,,0.10479,0.080539026
,,,,,0.1048,0.080545356
,,,,,0.10481,0.080551686
,,,,,0.10482,0.080558015
,,,,,0.10483,0.080564344
,,,,,0.10484,0.080570674
,,,,,0.10485,0.080577002
,,,,,0.10486,0.080583331
,,,,,0.10487,0.08058966
,,,,,0.10488,0.080595988
,,,,,0.10489,0.080602316
,,,,,0.1049,0.080608644
,,,,,0.10491,0.080614972
,,,,,0.10492,0.0806213
,,,,,0.10493,0.080627627
,,,,,0.10494,0.080633955
,,,,,0.10495,0.080640282
,,,,,0.10496,0.080646609
,,,,,0.10497,0.080652936
,,,,,0.10498,0.080659262
,,,,,0.10499,0.080665589
,,,,,0.105,0.080671915
,,,,,0.10501,0.080678241
,,,,,0.10502,0.080684567
,,,,,0.10503,0.080690892
,,,,,0.10504,0.080697218
,,,,,0.10505,0.080703543
,,,,,0.10506,0.080709868
,,,,,0.10507,0.080716193
,,,,,0.10508,0.080722518
,,,,,0.10509,0.080728843
,,,,,0.1051,0.080735167
,,,,,0.10511,0.080741492
,,,,,0.10512,0.080747816
,,,,,0.10513,0.08075414
,,,,,0.10514,0.080760463
,,,,,0.10515,0.080766787
,,,,,0.10516,0.08077311
,,,,,0.10517,0.080779433
,,,,,0.10518,0.080785756
,,,,,0.10519,0.080792079
,,,,,0.1052,0.080798402
,,,,,0.10521,0.080804724
,,,,,0.10522,0.080811047
,,,,,0.10523,0.080817369
,,,,,0.10524,0.080823691
,,,,,0.10525,0.080830012
,,,,,0.10526,0.080836334
,,,,,0.10527,0.080842655
,,,,,0.10528,0.080848977
,,,,,0.10529,0.080855298
,,,,,0.1053,0.080861619
,,,,,0.10531,0.080867939
,,,,,0.10532,0.08087426
,,,,,0.10533,0.08088058
,,,,,0.10534,0.0808869
,,,,,0.10535,0.08089322
,,,,,0.10536,0.08089954
,,,,,0.10537,0.08090586
,,,,,0.10538,0.080912179
,,,,,0.10539,0.080918498
,,,,,0.1054,0.080924817
,,,,,0.10541,0.080931136
,,,,,0.10542,0.080937455
,,,,,0.10543,0.080943773
,,,,,0.10544,0.080950092
,,,,,0.10545,0.08095641
,,,,,0.10546,0.080962728
,,,,,0.10547,0.080969046
,,,,,0.10548,0.080975363
,,,,,0.10549,0.080981681
,,,,,0.1055,0.080987998
,,,,,0.10551,0.080994315
,,,,,0.10552,0.081000632
,,,,,0.10553,0.081006949
,,,,,0.10554,0.081013265
,,,,,0.10555,0.081019582
,,,,,0.10556,0.081025898
,,,,,0.10557,0.081032214
,,,,,0.10558,0.08103853
,,,,,0.10559,0.081044846
,,,,,0.1056,0.081051161
,,,,,0.10561,0.081057476
,,,,,0.10562,0.081063791
,,,,,0.10563,0.081070106
,,,,,0.10564,0.081076421
,,,,,0.10565,0.081082736
,,,,,0.10566,0.08108905
,,,,,0.10567,0.081095364
,,,,,0.10568,0.081101679
,,,,,0.10569,0.081107992
,,,,,0.1057,0.081114306
,,,,,0.10571,0.08112062
,,,,,0.10572,0.081126933
,,,,,0.10573,0.081133246
,,,,,0.10574,0.081139559
,,,,,0.10575,0.081145872
,,,,,0.10576,0.081152185
,,,,,0.10577,0.081158497
,,,,,0.10578,0.081164809
,,,,,0.10579,0.081171121
,,,,,0.1058,0.081177433
,,,,,0.10581,0.081183745
,,,,,0.10582,0.081190057
,,,,,0.10583,0.081196368
,,,,,0.10584,0.081202679
,,,,,0.10585,0.08120899
,,,,,0.10586,0.081215301
,,,,,0.10587,0.081221612
,,,,,0.10588,0.081227922
,,,,,0.10589,0.081234233
,,,,,0.1059,0.081240543
,,,,,0.10591,0.081246853
,,,,,0.10592,0.081253162
,,,,,0.10593,0.081259472
,,,,,0.10594,0.081265781
,,,,,0.10595,0.081272091
,,,,,0.10596,0.0812784
,,,,,0.10597,0.081284709
,,,,,0.10598,0.081291017
,,,,,0.10599,0.081297326
,,,,,0.106,0.081303634
,,,,,0.10601,0.081309942
,,,,,0.10602,0.08131625
,,,,,0.10603,0.081322558
,,,,,0.10604,0.081328866
,,,,,0.10605,0.081335173
,,,,,0.10606,0.081341481
,,,,,0.10607,0.081347788
,,,,,0.10608,0.081354095
,,,,,0.10609,0.081360401
,,,,,0.1061,0.081366708
,,,,,0.10611,0.081373014
,,,,,0.10612,0.081379321
,,,,,0.10613,0.081385627
,,,,,0.10614,0.081391933
,,,,,0.10615,0.081398238
,,,,,0.10616,0.081404544
,,,,,0.10617,0.081410849
,,,,,0.10618,0.081417154
,,,,,0.10619,0.081423459
,,,,,0.1062,0.081429764
,,,,,0.10621,0.081436069
,,,,,0.10622,0.081442373
,,,,,0.10623,0.081448677
,,,,,0.10624,0.081454981
,,,,,0.10625,0.081461285
,,,,,0.10626,0.081467589
,,,,,0.10627,0.081473893
,,,,,0.10628,0.081480196
,,,,,0.10629,0.081486499
,,,,,0.1063,0.081492802
,,,,,0.10631,0.081499105
,,,,,0.10632,0.081505408
,,,,,0.10633,0.08151171
,,,,,0.10634,0.081518012
,,,,,0.10635,0.081524314
,,,,,0.10636,0.081530616
,,,,,0.10637,0.081536918
,,,,,0.10638,0.08154322
,,,,,0.10639,0.081549521
,,,,,0.1064,0.081555822
,,,,,0.10641,0.081562124
,,,,,0.10642,0.081568424
,,,,,0.10643,0.081574725
,,,,,0.10644,0.081581026
,,,,,0.10645,0.081587326
,,,,,0.10646,0.081593626
,,,,,0.10647,0.081599926
,,,,,0.10648,0.081606226
,,,,,0.10649,0.081612526
,,,,,0.1065,0.081618825
,,,,,0.10651,0.081625124
,,,,,0.10652,0.081631423
,,,,,0.10653,0.081637722
,,,,,0.10654,0.081644021
,,,,,0.10655,0.08165032
,,,,,0.10656,0.081656618
,,,,,0.10657,0.081662916
,,,,,0.10658,0.081669214
,,,,,0.10659,0.081675512
,,,,,0.1066,0.08168181
,,,,,0.10661,0.081688107
,,,,,0.10662,0.081694405
,,,,,0.10663,0.081700702
,,,,,0.10664,0.081706999
,,,,,0.10665,0.081713296
,,,,,0.10666,0.081719592
,,,,,0.10667,0.081725889
,,,,,0.10668,0.081732185
,,,,,0.10669,0.081738481
,,,,,0.1067,0.081744777
,,,,,0.10671,0.081751073
,,,,,0.10672,0.081757368
,,,,,0.10673,0.081763664
,,,,,0.10674,0.081769959
,,,,,0.10675,0.081776254
,,,,,0.10676,0.081782549
,,,,,0.10677,0.081788843
,,,,,0.10678,0.081795138
,,,,,0.10679,0.081801432
,,,,,0.1068,0.081807726
,,,,,0.10681,0.08181402
,,,,,0.10682,0.081820314
,,,,,0.10683,0.081826608
,,,,,0.10684,0.081832901
,,,,,0.10685,0.081839194
,,,,,0.10686,0.081845488
,,,,,0.10687,0.08185178
,,,,,0.10688,0.081858073
,,,,,0.10689,0.081864366
,,,,,0.1069,0.081870658
,,,,,0.10691,0.08187695
,,,,,0.10692,0.081883242
,,,,,0.10693,0.081889534
,,,,,0.10694,0.081895826
,,,,,0.10695,0.081902117
,,,,,0.10696,0.081908409
,,,,,0.10697,0.0819147
,,,,,0.10698,0.081920991
,,,,,0.10699,0.081927281
,,,,,0.107,0.081933572
,,,,,0.10701,0.081939862
,,,,,0.10702,0.081946153
,,,,,0.10703,0.081952443
,,,,,0.10704,0.081958733
,,,,,0.10705,0.081965022
,,,,,0.10706,0.081971312
,,,,,0.10707,0.081977601
,,,,,0.10708,0.08198389
,,,,,0.10709,0.081990179
,,,,,0.1071,0.081996468
,,,,,0.10711,0.082002757
,,,,,0.10712,0.082009045
,,,,,0.10713,0.082015334
,,,,,0.10714,0.082021622
,,,,,0.10715,0.08202791
,,,,,0.10716,0.082034198
,,,,,0.10717,0.082040485
,,,,,0.10718,0.082046773
,,,,,0.10719,0.08205306
,,,,,0.1072,0.082059347
,,,,,0.10721,0.082065634
,,,,,0.10722,0.08207192
,,,,,0.10723,0.082078207
,,,,,0.10724,0.082084493
,,,,,0.10725,0.08209078
,,,,,0.10726,0.082097066
,,,,,0.10727,0.082103351
,,,,,0.10728,0.082109637
,,,,,0.10729,0.082115923
,,,,,0.1073,0.082122208
,,,,,0.10731,0.082128493
,,,,,0.10732,0.082134778
,,,,,0.10733,0.082141063
,,,,,0.10734,0.082147347
,,,,,0.10735,0.082153632
,,,,,0.10736,0.082159916
,,,,,0.10737,0.0821662
,,,,,0.10738,0.082172484
,,,,,0.10739,0.082178768
,,,,,0.1074,0.082185051
,,,,,0.10741,0.082191334
,,,,,0.10742,0.082197618
,,,,,0.10743,0.082203901
,,,,,0.10744,0.082210183
,,,,,0.10745,0.082216466
,,,,,0.10746,0.082222749
,,,,,0.10747,0.082229031
,,,,,0.10748,0.082235313
,,,,,0.10749,0.082241595
,,,,,0.1075,0.082247877
,,,,,0.10751,0.082254158
,,,,,0.10752,0.08226044
,,,,,0.10753,0.082266721
,,,,,0.10754,0.082273002
,,,,,0.10755,0.082279283
,,,,,0.10756,0.082285564
,,,,,0.10757,0.082291844
,,,,,0.10758,0.082298125
,,,,,0.10759,0.082304405
,,,,,0.1076,0.082310685
,,,,,0.10761,0.082316965
,,,,,0.10762,0.082323244
,,,,,0.10763,0.082329524
,,,,,0.10764,0.082335803
,,,,,0.10765,0.082342082
,,,,,0.10766,0.082348361
,,,,,0.10767,0.08235464
,,,,,0.10768,0.082360918
,,,,,0.10769,0.082367197
,,,,,0.1077,0.082373475
,,,,,0.10771,0.082379753
,,,,,0.10772,0.082386031
,,,,,0.10773,0.082392309
,,,,,0.10774,0.082398586
,,,,,0.10775,0.082404864
,,,,,0.10776,0.082411141
,,,,,0.10777,0.082417418
,,,,,0.10778,0.082423695
,,,,,0.10779,0.082429971
,,,,,0.1078,0.082436248
,,,,,0.10781,0.082442524
,,,,,0.10782,0.0824488
,,,,,0.10783,0.082455076
,,,,,0.10784,0.082461352
,,,,,0.10785,0.082467628
,,,,,0.10786,0.082473903
,,,,,0.10787,0.082480178
,,,,,0.10788,0.082486454
,,,,,0.10789,0.082492728
,,,,,0.1079,0.082499003
,,,,,0.10791,0.082505278
,,,,,0.10792,0.082511552
,,,,,0.10793,0.082517826
,,,,,0.10794,0.0825241
,,,,,0.10795,0.082530374
,,,,,0.10796,0.082536648
,,,,,0.10797,0.082542921
,,,,,0.10798,0.082549195
,,,,,0.10799,0.082555468
,,,,,0.108,0.082561741
,,,,,0.10801,0.082568014
,,,,,0.10802,0.082574286
,,,,,0.10803,0.082580559
,,,,,0.10804,0.082586831
,,,,,0.10805,0.082593103
,,,,,0.10806,0.082599375
,,,,,0.10807,0.082605647
,,,,,0.10808,0.082611918
,,,,,0.10809,0.08261819
,,,,,0.1081,0.082624461
,,,,,0.10811,0.082630732
,,,,,0.10812,0.082637003
,,,,,0.10813,0.082643273
,,,,,0.10814,0.082649544
,,,,,0.10815,0.082655814
,,,,,0.10816,0.082662084
,,,,,0.10817,0.082668354
,,,,,0.10818,0.082674624
,,,,,0.10819,0.082680894
,,,,,0.1082,0.082687163
,,,,,0.10821,0.082693433
,,,,,0.10822,0.082699702
,,,,,0.10823,0.082705971
,,,,,0.10824,0.082712239
,,,,,0.10825,0.082718508
,,,,,0.10826,0.082724776
,,,,,0.10827,0.082731045
,,,,,0.10828,0.082737313
,,,,,0.10829,0.082743581
,,,,,0.1083,0.082749848
,,,,,0.10831,0.082756116
,,,,,0.10832,0.082762383
,,,,,0.10833,0.08276865
,,,,,0.10834,0.082774917
,,,,,0.10835,0.082781184
,,,,,0.10836,0.082787451
,,,,,0.10837,0.082793717
,,,,,0.10838,0.082799984
,,,,,0.10839,0.08280625
,,,,,0.1084,0.082812516
,,,,,0.10841,0.082818782
,,,,,0.10842,0.082825047
,,,,,0.10843,0.082831313
,,,,,0.10844,0.082837578
,,,,,0.10845,0.082843843
,,,,,0.10846,0.082850108
,,,,,0.10847,0.082856373
,,,,,0.10848,0.082862637
,,,,,0.10849,0.082868902
,,,,,0.1085,0.082875166
,,,,,0.10851,0.08288143
,,,,,0.10852,0.082887694
,,,,,0.10853,0.082893957
,,,,,0.10854,0.082900221
,,,,,0.10855,0.082906484
,,,,,0.10856,0.082912747
,,,,,0.10857,0.08291901
,,,,,0.10858,0.082925273
,,,,,0.10859,0.082931536
,,,,,0.1086,0.082937798
,,,,,0.10861,0.082944061
,,,,,0.10862,0.082950323
,,,,,0.10863,0.082956585
,,,,,0.10864,0.082962846
,,,,,0.10865,0.082969108
,,,,,0.10866,0.082975369
,,,,,0.10867,0.082981631
,,,,,0.10868,0.082987892
,,,,,0.10869,0.082994152
,,,,,0.1087,0.083000413
,,,,,0.10871,0.083006674
,,,,,0.10872,0.083012934
,,,,,0.10873,0.083019194
,,,,,0.10874,0.083025454
,,,,,0.10875,0.083031714
,,,,,0.10876,0.083037974
,,,,,0.10877,0.083044233
,,,,,0.10878,0.083050493
,,,,,0.10879,0.083056752
,,,,,0.1088,0.083063011
,,,,,0.10881,0.083069269
,,,,,0.10882,0.083075528
,,,,,0.10883,0.083081787
,,,,,0.10884,0.083088045
,,,,,0.10885,0.083094303
,,,,,0.10886,0.083100561
,,,,,0.10887,0.083106819
,,,,,0.10888,0.083113076
,,,,,0.10889,0.083119333
,,,,,0.1089,0.083125591
,,,,,0.10891,0.083131848
,,,,,0.10892,0.083138105
,,,,,0.10893,0.083144361
,,,,,0.10894,0.083150618
,,,,,0.10895,0.083156874
,,,,,0.10896,0.08316313
,,,,,0.10897,0.083169386
,,,,,0.10898,0.083175642
,,,,,0.10899,0.083181898
,,,,,0.109,0.083188153
,,,,,0.10901,0.083194409
,,,,,0.10902,0.083200664
,,,,,0.10903,0.083206919
,,,,,0.10904,0.083213173
,,,,,0.10905,0.083219428
,,,,,0.10906,0.083225682
,,,,,0.10907,0.083231937
,,,,,0.10908,0.083238191
,,,,,0.10909,0.083244445
,,,,,0.1091,0.083250698
,,,,,0.10911,0.083256952
,,,,,0.10912,0.083263205
,,,,,0.10913,0.083269459
,,,,,0.10914,0.083275712
,,,,,0.10915,0.083281964
,,,,,0.10916,0.083288217
,,,,,0.10917,0.08329447
,,,,,0.10918,0.083300722
,,,,,0.10919,0.083306974
,,,,,0.1092,0.083313226
,,,,,0.10921,0.083319478
,,,,,0.10922,0.08332573
,,,,,0.10923,0.083331981
,,,,,0.10924,0.083338232
,,,,,0.10925,0.083344483
,,,,,0.10926,0.083350734
,,,,,0.10927,0.083356985
,,,,,0.10928,0.083363236
,,,,,0.10929,0.083369486
,,,,,0.1093,0.083375736
,,,,,0.10931,0.083381986
,,,,,0.10932,0.083388236
,,,,,0.10933,0.083394486
,,,,,0.10934,0.083400736
,,,,,0.10935,0.083406985
,,,,,0.10936,0.083413234
,,,,,0.10937,0.083419483
,,,,,0.10938,0.083425732
,,,,,0.10939,0.083431981
,,,,,0.1094,0.083438229
,,,,,0.10941,0.083444478
,,,,,0.10942,0.083450726
,,,,,0.10943,0.083456974
,,,,,0.10944,0.083463222
,,,,,0.10945,0.083469469
,,,,,0.10946,0.083475717
,,,,,0.10947,0.083481964
,,,,,0.10948,0.083488211
,,,,,0.10949,0.083494458
,,,,,0.1095,0.083500705
,,,,,0.10951,0.083506951
,,,,,0.10952,0.083513198
,,,,,0.10953,0.083519444
,,,,,0.10954,0.08352569
,,,,,0.10955,0.083531936
,,,,,0.10956,0.083538182
,,,,,0.10957,0.083544427
,,,,,0.10958,0.083550673
,,,,,0.10959,0.083556918
,,,,,0.1096,0.083563163
,,,,,0.10961,0.083569408
,,,,,0.10962,0.083575652
,,,,,0.10963,0.083581897
,,,,,0.10964,0.083588141
,,,,,0.10965,0.083594385
,,,,,0.10966,0.083600629
,,,,,0.10967,0.083606873
,,,,,0.10968,0.083613117
,,,,,0.10969,0.08361936
,,,,,0.1097,0.083625604
,,,,,0.10971,0.083631847
,,,,,0.10972,0.08363809
,,,,,0.10973,0.083644332
,,,,,0.10974,0.083650575
,,,,,0.10975,0.083656817
,,,,,0.10976,0.08366306
,,,,,0.10977,0.083669302
,,,,,0.10978,0.083675544
,,,,,0.10979,0.083681785
,,,,,0.1098,0.083688027
,,,,,0.10981,0.083694268
,,,,,0.10982,0.08370051
,,,,,0.10983,0.083706751
,,,,,0.10984,0.083712992
,,,,,0.10985,0.083719232
,,,,,0.10986,0.083725473
,,,,,0.10987,0.083731713
,,,,,0.10988,0.083737953
,,,,,0.10989,0.083744193
,,,,,0.1099,0.083750433
,,,,,0.10991,0.083756673
,,,,,0.10992,0.083762912
,,,,,0.10993,0.083769152
,,,,,0.10994,0.083775391
,,,,,0.10995,0.08378163
,,,,,0.10996,0.083787868
,,,,,0.10997,0.083794107
,,,,,0.10998,0.083800345
,,,,,0.10999,0.083806584
,,,,,0.11,0.083812822
,,,,,0.11001,0.08381906
,,,,,0.11002,0.083825297
,,,,,0.11003,0.083831535
,,,,,0.11004,0.083837772
,,,,,0.11005,0.08384401
,,,,,0.11006,0.083850247
,,,,,0.11007,0.083856484
,,,,,0.11008,0.08386272
,,,,,0.11009,0.083868957
,,,,,0.1101,0.083875193
,,,,,0.11011,0.083881429
,,,,,0.11012,0.083887665
,,,,,0.11013,0.083893901
,,,,,0.11014,0.083900137
,,,,,0.11015,0.083906372
,,,,,0.11016,0.083912608
,,,,,0.11017,0.083918843
,,,,,0.11018,0.083925078
,,,,,0.11019,0.083931313
,,,,,0.1102,0.083937547
,,,,,0.11021,0.083943782
,,,,,0.11022,0.083950016
,,,,,0.11023,0.08395625
,,,,,0.11024,0.083962484
,,,,,0.11025,0.083968718
,,,,,0.11026,0.083974952
,,,,,0.11027,0.083981185
,,,,,0.11028,0.083987418
,,,,,0.11029,0.083993651
,,,,,0.1103,0.083999884
,,,,,0.11031,0.084006117
,,,,,0.11032,0.084012349
,,,,,0.11033,0.084018582
,,,,,0.11034,0.084024814
,,,,,0.11035,0.084031046
,,,,,0.11036,0.084037278
,,,,,0.11037,0.08404351
,,,,,0.11038,0.084049741
,,,,,0.11039,0.084055973
,,,,,0.1104,0.084062204
,,,,,0.11041,0.084068435
,,,,,0.11042,0.084074666
,,,,,0.11043,0.084080896
,,,,,0.11044,0.084087127
,,,,,0.11045,0.084093357
,,,,,0.11046,0.084099587
,,,,,0.11047,0.084105817
,,,,,0.11048,0.084112047
,,,,,0.11049,0.084118277
,,,,,0.1105,0.084124506
,,,,,0.11051,0.084130735
,,,,,0.11052,0.084136964
,,,,,0.11053,0.084143193
,,,,,0.11054,0.084149422
,,,,,0.11055,0.084155651
,,,,,0.11056,0.084161879
,,,,,0.11057,0.084168107
,,,,,0.11058,0.084174335
,,,,,0.11059,0.084180563
,,,,,0.1106,0.084186791
,,,,,0.11061,0.084193019
,,,,,0.11062,0.084199246
,,,,,0.11063,0.084205473
,,,,,0.11064,0.0842117
,,,,,0.11065,0.084217927
,,,,,0.11066,0.084224154
,,,,,0.11067,0.08423038
,,,,,0.11068,0.084236607
,,,,,0.11069,0.084242833
,,,,,0.1107,0.084249059
,,,,,0.11071,0.084255285
,,,,,0.11072,0.08426151
,,,,,0.11073,0.084267736
,,,,,0.11074,0.084273961
,,,,,0.11075,0.084280186
,,,,,0.11076,0.084286411
,,,,,0.11077,0.084292636
,,,,,0.11078,0.084298861
,,,,,0.11079,0.084305085
,,,,,0.1108,0.084311309
,,,,,0.11081,0.084317533
,,,,,0.11082,0.084323757
,,,,,0.11083,0.084329981
,,,,,0.11084,0.084336205
,,,,,0.11085,0.084342428
,,,,,0.11086,0.084348651
,,,,,0.11087,0.084354874
,,,,,0.11088,0.084361097
,,,,,0.11089,0.08436732
,,,,,0.1109,0.084373543
,,,,,0.11091,0.084379765
,,,,,0.11092,0.084385987
,,,,,0.11093,0.084392209
,,,,,0.11094,0.084398431
,,,,,0.11095,0.084404653
,,,,,0.11096,0.084410874
,,,,,0.11097,0.084417096
,,,,,0.11098,0.084423317
,,,,,0.11099,0.084429538
,,,,,0.111,0.084435759
,,,,,0.11101,0.084441979
,,,,,0.11102,0.0844482
,,,,,0.11103,0.08445442
,,,,,0.11104,0.08446064
,,,,,0.11105,0.08446686
,,,,,0.11106,0.08447308
,,,,,0.11107,0.0844793
,,,,,0.11108,0.084485519
,,,,,0.11109,0.084491739
,,,,,0.1111,0.084497958
,,,,,0.11111,0.084504177
,,,,,0.11112,0.084510395
,,,,,0.11113,0.084516614
,,,,,0.11114,0.084522832
,,,,,0.11115,0.084529051
,,,,,0.11116,0.084535269
,,,,,0.11117,0.084541487
,,,,,0.11118,0.084547705
,,,,,0.11119,0.084553922
,,,,,0.1112,0.084560139
,,,,,0.11121,0.084566357
,,,,,0.11122,0.084572574
,,,,,0.11123,0.084578791
,,,,,0.11124,0.084585007
,,,,,0.11125,0.084591224
,,,,,0.11126,0.08459744
,,,,,0.11127,0.084603656
,,,,,0.11128,0.084609873
,,,,,0.11129,0.084616088
,,,,,0.1113,0.084622304
,,,,,0.11131,0.08462852
,,,,,0.11132,0.084634735
,,,,,0.11133,0.08464095
,,,,,0.11134,0.084647165
,,,,,0.11135,0.08465338
,,,,,0.11136,0.084659595
,,,,,0.11137,0.084665809
,,,,,0.11138,0.084672023
,,,,,0.11139,0.084678238
,,,,,0.1114,0.084684451
,,,,,0.11141,0.084690665
,,,,,0.11142,0.084696879
,,,,,0.11143,0.084703092
,,,,,0.11144,0.084709306
,,,,,0.11145,0.084715519
,,,,,0.11146,0.084721732
,,,,,0.11147,0.084727944
,,,,,0.11148,0.084734157
,,,,,0.11149,0.084740369
,,,,,0.1115,0.084746582
,,,,,0.11151,0.084752794
,,,,,0.11152,0.084759006
,,,,,0.11153,0.084765217
,,,,,0.11154,0.084771429
,,,,,0.11155,0.08477764
,,,,,0.11156,0.084783852
,,,,,0.11157,0.084790063
,,,,,0.11158,0.084796274
,,,,,0.11159,0.084802484
,,,,,0.1116,0.084808695
,,,,,0.11161,0.084814905
,,,,,0.11162,0.084821115
,,,,,0.11163,0.084827325
,,,,,0.11164,0.084833535
,,,,,0.11165,0.084839745
,,,,,0.11166,0.084845955
,,,,,0.11167,0.084852164
,,,,,0.11168,0.084858373
