# wavelength(nm), loading, standard deviation, standard error
600.0,1.2075296493184304,0.02074377259016767,1.6826578212972603e-05
800.0,1.2032804918419335,0.012808491875511908,1.0355579887648359e-05
1100.0,1.2000393846203092,0.011099579299460247,9.003205300767277e-06
1300.0,1.1957838518293198,0.01868590376284832,1.5107126847692606e-05
1600.0,nan,nan,nan
1800.0,nan,nan,nan
